company_name,year,sector,current_ratio,quick_ratio,debt_ratio,debt_to_equity,net_profit_margin,return_on_assets,return_on_equity,asset_turnover,working_capital_ratio,interest_coverage,is_bankrupt
CampRom SA,2020,Agricultura,2.3635,1.6586,0.2734,0.4099,15.3005,3.7607,19.4124,1.1746,0.2819,4.531,0
TurisActiv SRL,2021,Turism_HoReCa,1.5319,1.2984,0.418,0.6801,14.6143,5.6418,14.4451,0.829,0.2272,7.2571,0
BeauRom SRL,2020,Comert,1.3668,0.7462,0.4574,0.8188,3.2876,3.6119,16.503,4.2654,0.1006,4.9581,0
CaRom SA,2023,Energie,2.6757,2.2372,0.6136,1.396,23.53,7.5756,17.3441,0.3887,0.2761,4.3246,0
CaRom SA,2021,Energie,1.9077,1.5464,0.5866,1.6035,19.0417,8.764,26.8296,0.4769,0.1921,7.5964,0
InsolvTransp SRL,2023,Diverse,0.6765,0.4103,1.1802,18.8046,-13.3769,-10.4507,-17.7446,0.3116,-0.1824,-4.3748,1
PostRom SA,2020,Transport_Logistica,1.3392,1.0576,0.5496,1.3869,8.8386,13.5949,12.1327,2.0387,0.2349,4.7702,0
DeficitTuris SRL,2022,Diverse,0.7897,0.4613,0.9687,8.2923,-2.2207,-6.1109,-14.1848,0.3835,-0.3651,-2.3269,1
PardoRom SA,2021,Constructii,1.5095,1.1483,0.5678,1.1371,5.6359,11.1641,12.2568,1.3121,0.2212,15.367,0
ZincRom SA,2019,Productie,1.9753,1.111,0.5084,1.0401,14.0786,7.6814,24.6615,1.551,0.2293,19.9572,0
MatRom SRL,2022,Sanatate_Farma,3.6752,3.4217,0.4083,0.6126,14.8042,11.0758,15.0577,1.4014,0.3439,7.6976,0
MarketRom SRL,2020,Comert,1.9367,1.0393,0.6539,1.6511,5.2769,10.4493,20.0545,3.5474,0.2031,8.0921,0
IrigRom SA,2023,Agricultura,2.1561,1.2978,0.4225,0.7456,10.3754,10.0348,10.2642,0.6819,0.2419,11.8518,0
GameDev SA,2021,IT_Telecom,6.4556,5.3505,0.2613,0.3408,40.5669,16.9639,33.8512,1.1437,0.2598,31.6503,0
InsolvProd2 SA,2020,Diverse,0.2514,0.2102,1.2809,12.0592,-46.8182,-20.9275,-41.0479,0.6608,-0.3444,-2.9274,1
CargoRom SA,2019,Transport_Logistica,2.1329,1.8636,0.5067,0.9715,6.8722,9.513,19.5008,1.9894,0.2451,9.9369,0
WebPro SRL,2022,IT_Telecom,6.0298,5.2035,0.1585,0.1877,37.0271,22.869,29.8643,2.6905,0.3735,41.1343,0
SRom SA,2023,Energie,1.2883,1.1488,0.4493,0.8523,22.0988,14.947,23.4754,0.5937,0.3049,15.8166,0
RobCour SA,2023,Transport_Logistica,1.4301,0.9781,0.3499,0.5598,3.0301,13.0476,10.0444,2.1621,0.1868,12.0043,0
InsolvTuris SA,2022,Diverse,0.7387,0.432,0.9239,9.9575,-29.5672,-23.3731,-34.2406,0.7321,-0.5028,-3.2838,1
ColapsConst2 SRL,2022,Diverse,0.6504,0.4617,1.4561,19.3786,-37.5668,-1.236,-56.7564,0.5153,-0.1248,-0.8142,1
SameDay SA,2022,Transport_Logistica,1.756,1.5698,0.4373,0.7427,10.2708,11.3209,19.806,0.8757,0.1713,9.6186,0
PriceRom SA,2020,Comert,2.0059,1.1232,0.3876,0.7175,3.2511,2.9759,16.7243,2.0563,0.1534,3.1219,0
IoTRom SRL,2019,IT_Telecom,4.1745,3.7302,0.2331,0.2804,18.9526,25.0737,42.4483,2.3877,0.5216,67.1972,0
SbRom SRL,2019,Energie,2.582,2.296,0.4219,0.635,14.0606,7.6163,25.9059,0.6076,0.3072,17.0249,0
H2Rom SRL,2022,Energie,2.1531,1.6094,0.6022,1.5598,23.7984,17.1769,17.3653,0.6659,0.2026,15.9526,0
HepaRom SRL,2022,Sanatate_Farma,3.7497,3.4714,0.2023,0.2345,9.9542,17.6107,42.8629,0.8582,0.4694,34.9141,0
AutoCour SRL,2019,Transport_Logistica,1.4501,0.9893,0.4055,0.7331,8.1395,5.342,17.7809,0.9966,0.1457,10.7646,0
SemVerde SA,2021,Agricultura,1.8562,0.7896,0.41,0.6417,10.7575,9.8174,14.4783,1.2078,0.0947,4.6308,0
FontRom SRL,2021,Productie,2.2784,1.2042,0.4375,0.7598,19.8154,8.9587,25.2894,1.6037,0.191,4.8347,0
EcuRom SA,2020,Turism_HoReCa,2.1422,1.6025,0.5918,1.3196,17.9787,7.6308,15.6934,0.5937,0.3146,9.2517,0
AcupRom SRL,2021,Sanatate_Farma,3.8894,3.416,0.425,0.826,13.2518,12.2653,19.4074,1.6093,0.3004,17.4944,0
DeficitIT SA,2020,Diverse,0.3156,0.2295,1.1998,16.7713,-11.1097,-25.4748,-70.2,0.1336,-0.4832,0.1719,1
RuinaComert SA,2020,Diverse,0.8723,0.6784,0.9304,22.2029,-19.6297,-3.7022,-13.6904,0.4565,-0.4083,-0.425,1
PoolRom SRL,2020,Transport_Logistica,1.2515,0.9498,0.4324,0.7285,8.9275,10.7358,17.8124,1.2098,0.1156,10.1689,0
ConvRom SRL,2023,Transport_Logistica,2.0156,1.4346,0.4107,0.6188,5.3907,8.7563,12.0728,2.0671,0.1741,7.5958,0
CoffRom SRL,2020,Comert,2.0836,0.7988,0.4215,0.785,3.7077,9.9815,12.3408,3.4421,0.2069,7.3542,0
ElectroCom SRL,2022,Energie,2.2831,1.8033,0.3984,0.6049,21.5611,5.7857,13.2996,0.9532,0.1698,11.934,0
MarmConst SA,2021,Constructii,1.7648,1.1806,0.3008,0.4313,11.2644,11.7409,17.1649,1.298,0.21,7.5228,0
NefroRom SA,2020,Sanatate_Farma,3.8527,3.1097,0.307,0.4391,8.504,9.5716,15.3225,1.596,0.2462,27.9128,0
PasareRom SA,2020,Agricultura,2.0799,1.1679,0.4301,0.7624,11.5987,13.2687,20.3422,0.9051,0.3791,12.2934,0
OsmRom SRL,2019,Productie,1.8669,1.2909,0.5075,1.0606,5.1357,7.5776,19.6856,1.094,0.0913,9.1232,0
MexRom SA,2019,Turism_HoReCa,2.3623,1.8695,0.6177,1.8078,17.3193,15.678,25.2936,1.664,0.0643,5.8168,0
TurcRom SA,2021,Turism_HoReCa,2.0543,1.3533,0.4976,0.873,5.2707,11.1391,28.8458,1.0291,0.0776,5.9103,0
MagRom SA,2021,Productie,1.5411,0.7626,0.2692,0.4032,9.9371,7.549,24.995,0.9152,0.2833,8.3306,0
GovTech SA,2021,IT_Telecom,6.0521,5.1448,0.3119,0.394,23.9235,36.9136,29.6632,1.2292,0.5428,15.6822,0
TurisConst SA,2021,Constructii,1.2187,0.5649,0.3706,0.6053,3.5851,7.6699,15.7458,1.5244,0.0802,6.6429,0
ManufTech SA,2023,IT_Telecom,6.0741,5.7954,0.3681,0.5769,17.8114,36.5154,20.0124,1.2278,0.4201,33.0079,0
RuinaConst SA,2022,Diverse,0.8836,0.6457,0.7931,17.5477,-49.7734,-15.3119,-10.9812,0.2118,-0.4076,-3.3388,1
FixTrans SRL,2022,Transport_Logistica,2.0774,1.7303,0.5303,1.0968,8.2599,10.7861,17.9792,1.0472,0.1944,7.6824,0
SeraCentru SRL,2023,Agricultura,1.4463,0.8268,0.2376,0.3105,7.0678,9.1419,15.959,0.682,0.3475,11.0651,0
SanatPub SRL,2022,Sanatate_Farma,2.7396,2.0104,0.2968,0.4456,32.1875,12.5929,35.8457,0.9986,0.1678,37.6722,0
ServConst SRL,2019,Constructii,1.3515,0.9926,0.521,1.2142,13.6242,8.9595,16.042,0.7713,0.2277,10.7236,0
OctaRom SA,2022,Energie,1.5587,1.2096,0.4524,0.7288,27.2047,9.9391,27.6562,1.1796,0.1226,4.3911,0
FusRom SA,2019,Energie,1.3912,1.1939,0.4149,0.6987,16.4284,13.4973,12.9344,1.1649,0.0826,17.5165,0
SodRom SRL,2023,Productie,1.8328,1.4065,0.323,0.4556,19.3776,6.08,29.9835,1.5487,0.1257,9.4267,0
Alro SA,2019,Productie,1.3811,0.9542,0.5269,1.063,5.3177,4.1104,8.4571,1.6615,0.0686,0.9751,0
DietRom SRL,2020,Sanatate_Farma,3.77,2.9261,0.185,0.2591,11.0198,14.1822,45.075,1.0753,0.2849,6.7779,0
UruRom SRL,2023,Turism_HoReCa,1.962,1.4583,0.3006,0.3956,11.7716,12.9427,17.016,1.4089,0.1635,7.7943,0
IRom SRL,2019,Energie,2.0151,1.32,0.5738,1.2647,26.9885,14.4408,23.5502,1.3095,0.111,10.7616,0
SubscRom SRL,2021,Comert,1.5368,0.9044,0.5454,1.185,4.0687,5.8073,14.4675,4.8707,0.1776,9.3589,0
BioHort SRL,2022,Agricultura,2.4307,1.1378,0.2128,0.2509,16.3038,8.9364,16.1164,0.4635,0.1977,12.8058,0
AgroCoop SA,2021,Agricultura,1.3856,0.8257,0.2193,0.2949,12.5288,4.9321,5.2153,0.4509,0.0834,8.4605,0
HerbaRom SRL,2022,Agricultura,1.3823,0.7566,0.2267,0.3212,16.7746,8.2747,10.2967,0.6988,0.3251,12.787,0
SpaRom SA,2023,Turism_HoReCa,1.8937,1.6938,0.3574,0.6213,11.6528,4.8322,24.6099,0.6168,0.1759,4.3736,0
ClothRom SA,2021,Comert,1.691,0.9135,0.5993,1.4917,6.6405,8.7342,21.7493,3.2424,0.2022,5.8842,0
CepRom SRL,2021,Agricultura,2.1906,1.1325,0.2613,0.36,3.0721,10.8027,8.4801,1.3794,0.1516,4.2491,0
ButelieSRL SA,2019,Agricultura,1.9289,1.1941,0.4486,0.8051,5.7071,5.4617,19.6386,0.9786,0.3539,7.3128,0
GadRom SRL,2019,Productie,2.5101,1.4145,0.3275,0.4559,13.1744,12.7223,25.7612,1.6477,0.2634,10.6135,0
BulkRom SA,2021,Transport_Logistica,1.6383,1.4643,0.5116,1.0363,4.7825,4.8401,16.1876,2.1475,0.0452,6.1611,0
AgenConst SA,2022,Constructii,1.8633,0.9385,0.4195,0.676,10.2557,12.1634,19.4139,1.5829,0.3426,14.8235,0
ConstrNord SA,2019,Constructii,1.9756,1.4881,0.391,0.708,11.7158,8.6931,22.8217,1.7898,0.1962,5.7447,0
SejurPro SA,2020,Turism_HoReCa,1.4623,1.3171,0.5523,1.2296,13.8884,7.2576,17.8776,0.9804,0.1746,3.7212,0
PajiRom SA,2020,Agricultura,2.3745,1.3979,0.2591,0.3357,12.4086,3.411,19.9013,0.5814,0.2404,3.5345,0
NitRom SRL,2019,Productie,1.8457,1.3015,0.4177,0.6892,8.1462,11.5162,25.1846,2.148,0.1665,19.5781,0
InsolvFarm SRL,2023,Diverse,0.6525,0.5052,1.3065,18.7692,-31.7304,-24.2691,-31.8697,0.5916,-0.1895,-4.9862,1
UXRom SRL,2023,IT_Telecom,5.3763,4.3129,0.1252,0.1257,34.35,29.1901,35.0885,1.2769,0.5699,56.0285,0
MetConst SA,2019,Constructii,1.5704,0.8844,0.398,0.5636,9.4508,12.1396,9.0317,1.31,0.3138,14.2338,0
VaRom SRL,2022,Turism_HoReCa,2.3442,1.7891,0.5655,1.4365,4.3477,12.7459,25.8168,1.582,0.2815,14.8972,0
NutritRom SA,2020,Sanatate_Farma,4.4569,3.9594,0.1877,0.2231,24.5899,20.5476,36.9691,2.1084,0.1929,19.2307,0
PolTransp SRL,2020,Transport_Logistica,1.2757,0.7411,0.3952,0.6843,4.1061,11.859,9.9548,2.0106,0.2029,10.4736,0
TidalRom SRL,2022,Energie,1.6111,1.4625,0.3992,0.6915,9.5574,15.5659,11.6324,1.3142,0.1653,12.0678,0
LendRom SA,2019,Comert,1.3134,0.7986,0.6409,2.017,5.0602,8.3778,13.1638,2.8926,0.1736,3.7545,0
PRom SRL,2022,Energie,1.9736,1.5609,0.4126,0.6547,27.1585,7.076,15.8469,1.2061,0.3107,4.3598,0
RuinaAgri SRL,2021,Diverse,0.2322,0.1469,1.5309,20.3629,-21.8612,-4.9746,-7.039,0.3228,-0.5122,-1.1926,1
MolibRom SA,2021,Productie,2.073,1.6963,0.4808,0.9208,15.5626,7.8147,19.7335,1.2297,0.1439,4.7472,0
FinTech SRL,2020,IT_Telecom,5.4089,4.9868,0.3363,0.5672,34.7586,22.7254,21.1494,2.0154,0.5627,44.9524,0
ProdInd SA,2020,Productie,2.3267,1.2216,0.2567,0.3322,11.0295,16.4228,18.2717,1.9639,0.265,12.9702,0
VenerRom SA,2023,Sanatate_Farma,2.2287,1.8754,0.4075,0.7388,8.6706,9.583,45.8985,1.4164,0.3362,7.6965,0
NuroRom SA,2020,Sanatate_Farma,2.1297,1.9254,0.3777,0.5713,31.591,23.3031,18.8173,1.6232,0.2044,24.2834,0
FlourRom SRL,2022,Productie,1.9797,1.0415,0.4228,0.6658,19.335,12.5841,10.1995,1.4508,0.2494,4.9654,0
SpaRom SA,2020,Turism_HoReCa,1.918,1.6232,0.3819,0.6574,14.085,6.734,12.9052,0.6586,0.2332,2.9792,0
MilitConst SA,2020,Constructii,2.0499,1.296,0.3348,0.4347,5.6204,4.4691,10.6665,1.837,0.3396,6.8804,0
ZernoRom SA,2020,Agricultura,2.3623,1.6869,0.4955,0.8654,16.5796,8.3094,14.672,0.782,0.2634,11.5708,0
FloriRom SA,2019,Agricultura,2.5524,1.154,0.2205,0.2676,16.0531,4.4905,7.7763,0.5999,0.2059,13.0332,0
PierdeEnerg2 SRL,2020,Diverse,0.853,0.6462,1.0106,7.2328,-28.0013,-18.9928,-24.9426,0.3952,-0.2307,-6.0617,1
TeraFarm SRL,2019,Agricultura,1.6431,0.7015,0.3937,0.6688,11.7215,11.5687,16.7381,1.2327,0.2775,6.3181,0
DiscRom SRL,2023,Comert,1.2877,0.6771,0.6625,2.0257,4.0351,3.1248,13.7694,2.8726,0.1153,3.2839,0
PruneRom SRL,2019,Agricultura,2.5402,1.628,0.3445,0.5071,12.5707,10.986,7.8438,0.9355,0.3325,3.5976,0
SolarCell SA,2023,Energie,2.4806,1.7442,0.6234,1.6382,24.5239,12.8968,20.8798,1.0581,0.1529,14.4667,0
RobCour SA,2021,Transport_Logistica,1.8717,1.6474,0.3578,0.5966,6.5451,4.1838,12.7182,2.3825,0.0418,11.7903,0
HigRom SA,2022,Sanatate_Farma,3.8546,3.6196,0.1914,0.2498,14.1938,15.4616,35.9415,0.8414,0.2756,6.5762,0
AppDev SA,2019,IT_Telecom,6.0589,5.6872,0.2774,0.3973,41.8358,15.0857,45.8562,1.4454,0.3816,38.9414,0
DroneRom SA,2021,IT_Telecom,5.609,5.1333,0.2064,0.2978,27.853,28.9247,40.6613,2.7826,0.3515,29.4157,0
Biofarm SA,2021,Sanatate_Farma,3.3046,2.7882,0.1821,0.228,18.3186,16.1378,21.0919,1.0603,0.4148,11.0776,0
ConsConst SRL,2023,Constructii,2.0397,1.2953,0.3295,0.4332,7.134,10.8416,23.3689,0.9123,0.3248,11.8644,0
InRom SRL,2019,Agricultura,1.4233,0.8368,0.2301,0.2727,9.5938,12.5428,21.7729,0.3727,0.368,11.3173,0
FarmaCom SA,2022,Sanatate_Farma,3.359,2.1984,0.3078,0.4056,11.1526,22.4206,22.2032,2.3911,0.3395,37.6905,0
DevOps SRL,2021,IT_Telecom,4.6242,4.1074,0.3704,0.557,16.9292,22.6132,51.5358,1.0334,0.3912,34.537,0
TomaRom SRL,2022,Agricultura,1.6423,0.7587,0.4788,0.9697,17.4972,8.2185,7.9975,1.0372,0.0929,10.0935,0
PierdereAgri SRL,2019,Diverse,0.4906,0.2933,1.4806,6.8867,-30.6196,-15.2223,-13.3212,0.6612,-0.489,-2.9041,1
InstalaRom SA,2020,Constructii,2.2868,1.1815,0.3673,0.4985,11.6864,7.3333,17.9127,1.502,0.0918,12.5309,0
Agricover SA,2022,Agricultura,1.2822,0.9431,0.6469,1.7912,8.3811,6.6439,15.9378,0.9583,0.0508,1.2838,0
RetailPro SRL,2021,Comert,2.0344,0.7678,0.5632,1.1598,1.9552,5.2807,12.6527,2.0652,0.0548,9.2677,0
MarketRom SRL,2022,IT_Telecom,4.3035,3.5218,0.3509,0.5201,40.234,26.5549,48.6776,1.16,0.3464,38.8879,0
LichidFarma SA,2020,Diverse,0.5955,0.4239,0.8545,23.3581,-34.987,-12.0842,-35.9314,0.5405,-0.1074,-0.0734,1
TanRom SRL,2019,Productie,2.1844,1.3643,0.3753,0.5481,17.1698,9.8577,22.5601,1.7198,0.2885,12.8461,0
CarneSec SA,2022,Agricultura,2.1972,1.1984,0.3484,0.586,8.1554,5.4832,12.2211,0.3082,0.2294,11.04,0
MunicConst SA,2021,Constructii,1.2015,0.6296,0.3525,0.5257,6.8864,7.4422,24.5904,1.5582,0.2723,12.4356,0
ChirRom SRL,2023,Sanatate_Farma,2.4893,2.3233,0.3383,0.4659,19.9977,9.5886,26.4009,1.1478,0.152,19.913,0
APIRom SRL,2022,IT_Telecom,5.0805,4.8455,0.1081,0.1352,18.9885,19.6438,32.6798,1.7531,0.2206,50.5494,0
GerRom SA,2021,Sanatate_Farma,2.7819,2.5045,0.4433,0.7305,13.1078,27.1192,35.8851,1.3804,0.1465,16.2229,0
ParagRom SA,2019,Turism_HoReCa,2.1917,1.733,0.2865,0.4033,16.8061,12.1003,8.7563,1.6939,0.2964,10.0117,0
TurisNord SA,2020,Turism_HoReCa,1.9824,1.4239,0.3363,0.5463,18.734,4.5932,9.712,1.381,0.1029,15.4265,0
LogiRom SA,2020,Transport_Logistica,1.6946,1.3819,0.3915,0.7366,9.8802,6.4188,8.1758,1.1575,0.1672,9.3395,0
PsihoteRom SRL,2022,Sanatate_Farma,3.5689,2.5198,0.4146,0.7435,17.7622,19.4592,15.6395,1.8567,0.463,35.2226,0
CampRom SA,2022,Agricultura,2.5914,1.3834,0.2129,0.3085,13.2261,11.9353,15.0949,1.3058,0.1128,5.7305,0
ClothRom SA,2020,Comert,1.6139,0.8578,0.641,1.9706,1.4602,3.6895,9.9032,4.7909,0.2173,4.9265,0
RetailHub SRL,2019,Comert,1.6753,0.6248,0.6184,1.7549,2.1253,7.1543,7.8906,2.4752,0.16,4.136,0
HotelConst SA,2023,Constructii,1.4371,0.8976,0.5675,1.277,13.0442,4.0829,21.8501,0.9502,0.2118,8.1789,0
GreenTech SRL,2022,IT_Telecom,6.2786,5.8816,0.2204,0.2652,31.4633,23.3587,20.2988,1.377,0.2742,66.1901,0
ElectRet SA,2022,Comert,1.2062,0.6137,0.6304,1.7319,2.682,7.6727,15.8833,4.8079,0.1184,4.0047,0
AbricotRom SRL,2021,Agricultura,2.2125,1.4056,0.249,0.301,13.5158,9.5224,13.317,0.3693,0.2422,6.385,0
RefrigRom SRL,2022,Transport_Logistica,1.6465,1.1193,0.344,0.4676,5.9512,8.6089,20.7483,2.2882,0.1426,8.8794,0
ChirRom SRL,2022,Sanatate_Farma,4.3905,3.1364,0.3883,0.6545,32.7598,18.4086,33.1493,1.769,0.3337,9.3037,0
VanRom SRL,2021,Productie,2.6702,1.6919,0.2662,0.3099,9.2507,12.5478,15.985,2.1517,0.3391,17.0687,0
FuelRom SRL,2023,Transport_Logistica,1.6008,1.0801,0.5143,1.1299,6.0875,12.4743,10.3111,2.0243,0.0435,9.6879,0
RheRom SA,2023,Productie,1.4726,0.9523,0.3029,0.3914,11.9413,17.6189,11.2422,1.3867,0.2921,16.3078,0
PalRom SA,2019,Transport_Logistica,1.7775,1.4587,0.5629,1.3988,3.2331,4.5099,21.6276,1.8455,0.15,3.9369,0
VisionRom SRL,2022,IT_Telecom,5.4077,4.6955,0.1468,0.167,35.892,18.7474,34.3951,1.684,0.5325,21.9639,0
AquaVet SRL,2021,Sanatate_Farma,1.8783,1.58,0.2812,0.3515,25.6121,13.2354,24.0091,2.1285,0.3703,14.9295,0
OncoRom SA,2020,Sanatate_Farma,2.73,1.79,0.2557,0.3219,20.5749,17.1003,38.9424,1.6922,0.4594,32.1641,0
TradeCom SRL,2021,Comert,1.4032,0.6204,0.4972,0.8881,2.3234,10.1909,7.2572,2.5501,0.1275,4.3604,0
OctaRom SA,2019,Energie,2.0023,1.3293,0.4156,0.6748,19.2666,14.0811,28.2673,0.6581,0.2661,13.1076,0
DebitAgri SRL,2019,Diverse,0.2387,0.1658,0.8867,17.5161,-40.2667,-1.0361,-70.8849,0.702,-0.1898,-2.8542,1
BuffRom SRL,2019,Turism_HoReCa,2.5528,1.7764,0.5943,1.6751,18.0011,13.7177,16.5771,1.2537,0.1459,9.8107,0
AnesRom SA,2023,Sanatate_Farma,2.065,1.6979,0.1619,0.2105,31.2916,21.1289,26.348,1.1132,0.3178,19.0442,0
ReumaRom SA,2022,Sanatate_Farma,3.5073,2.6507,0.2418,0.3112,26.0693,12.9666,14.1399,1.1363,0.2657,31.9609,0
InsolvConst2 SRL,2019,Diverse,0.6267,0.469,0.7253,21.346,-10.8993,-19.1122,-43.6907,0.6179,-0.2438,-5.7809,1
ValueRom SRL,2020,Comert,1.5076,0.7764,0.3854,0.6877,4.0444,10.9421,15.7127,2.0075,0.0921,7.3797,0
TurisActiv SRL,2023,Turism_HoReCa,2.5221,1.6729,0.3808,0.5254,19.2536,12.0031,24.3563,0.8455,0.1079,3.5683,0
PneumoRom SRL,2020,Sanatate_Farma,1.9167,1.35,0.177,0.2473,11.5944,24.4272,39.6372,1.2356,0.1939,13.6126,0
MedCenter SRL,2020,Sanatate_Farma,4.3103,3.9436,0.4438,0.7738,28.9564,8.8784,31.6774,0.995,0.458,11.8217,0
MagRom SA,2022,Productie,1.441,1.0387,0.2563,0.3561,19.217,10.5105,26.4759,1.1356,0.1198,15.5597,0
FlueRom SRL,2019,Energie,1.5645,1.4067,0.5516,1.1462,23.8392,6.2555,24.3371,0.3172,0.115,10.5584,0
PlastCom SRL,2021,Productie,2.4109,1.8659,0.3183,0.5167,5.8358,5.7205,17.9364,1.9102,0.1572,17.3289,0
BancrotFarma2 SA,2019,Diverse,0.7347,0.3704,1.1816,16.3704,-17.461,-12.064,-36.9775,0.4579,-0.2161,-4.5105,1
DevFactory SA,2020,IT_Telecom,5.225,4.7226,0.106,0.1272,29.1675,36.0554,23.3445,1.9352,0.3608,64.7198,0
DebitIT SA,2021,Diverse,0.753,0.4164,0.8575,20.2324,-15.9684,-13.0194,-59.1814,0.2225,-0.0592,-2.7904,1
ViticRom SA,2021,Agricultura,2.6526,1.7717,0.4016,0.6561,6.0723,11.4244,20.4715,0.3922,0.2595,8.981,0
TransSud SA,2020,Transport_Logistica,1.2823,0.9161,0.4738,1.0161,4.493,12.4177,14.5387,1.8896,0.1245,4.8361,0
RecuperRom SRL,2019,Sanatate_Farma,2.2708,1.6998,0.4198,0.6581,17.4674,23.4318,16.7821,2.2549,0.4039,32.1463,0
Prodplast SA,2023,Productie,1.6008,1.2195,0.4285,0.8011,6.209,5.2744,11.469,0.8838,0.1081,1.5386,0
BancrotAgri2 SA,2022,Diverse,0.7357,0.5672,0.8075,12.6225,-6.8628,-26.6183,-8.4146,0.6306,-0.4636,0.0388,1
ChimConst SRL,2019,Constructii,1.2399,0.6155,0.2817,0.4245,9.2512,14.3739,14.1328,1.5553,0.3482,12.6035,0
PepRom SA,2020,Agricultura,2.4787,1.1664,0.4816,0.9084,14.9843,13.8041,16.5328,0.6567,0.3728,9.3356,0
LapteRom SRL,2019,Agricultura,2.7294,1.1526,0.2381,0.342,14.3415,7.168,13.403,1.0262,0.1072,11.9874,0
TeaRom SA,2022,Comert,1.3735,0.5083,0.5635,1.1072,3.7184,5.1553,7.9714,1.8372,0.1409,3.3688,0
NaturFarm SA,2022,Agricultura,2.4058,0.9872,0.4849,0.8291,15.8886,11.1344,19.7023,1.1167,0.2484,5.6136,0
DataRom SRL,2022,IT_Telecom,3.2493,2.6028,0.3303,0.4728,26.763,31.9565,24.0396,1.2062,0.4838,67.6938,0
DispRom SA,2022,Transport_Logistica,2.0559,1.4415,0.5234,1.1708,8.6477,7.3602,10.7514,1.5466,0.0583,12.273,0
LeasRom SA,2022,Comert,2.1664,0.8124,0.6489,1.811,6.4351,9.2788,10.8964,4.5013,0.1571,8.2691,0
EpidRom SRL,2020,Sanatate_Farma,2.7873,2.2802,0.1926,0.2658,20.7678,8.2628,32.1718,2.0914,0.4195,26.6954,0
PomiRom SRL,2019,Agricultura,2.2309,1.2184,0.5421,1.1001,2.8013,11.945,19.8604,1.2375,0.1881,10.4444,0
RetelRom SA,2023,Energie,1.85,1.3976,0.3508,0.5567,14.2533,6.0612,17.8149,1.2423,0.1486,5.5153,0
BautConst SRL,2023,Constructii,2.186,1.4752,0.555,1.291,7.7559,11.6344,11.3265,1.746,0.2641,5.6347,0
FarmConst SA,2021,Constructii,1.333,0.807,0.5736,1.2496,3.3298,8.0565,12.6959,1.0684,0.2941,5.2411,0
ShopPro SRL,2021,Comert,1.7232,0.8925,0.3822,0.6712,6.7257,6.0343,14.3034,4.9628,0.0667,10.0159,0
CarRom SA,2021,Comert,1.2665,0.5828,0.5017,0.9383,4.274,2.8308,13.439,2.42,0.1386,10.9127,0
StomRom SRL,2019,Sanatate_Farma,2.3292,2.0325,0.4518,0.8656,25.269,26.2835,35.5534,1.0882,0.2638,26.1245,0
LotusFarm SRL,2020,Agricultura,2.6756,1.4804,0.3661,0.4971,4.1721,4.7092,12.8305,1.2517,0.3488,8.0872,0
CubaRom SA,2023,Turism_HoReCa,2.2192,1.7092,0.4428,0.8339,4.6261,16.9208,20.7444,1.6024,0.116,8.6826,0
Compa SA,2021,Productie,1.7484,1.0099,0.4213,0.7429,6.6823,4.3667,10.2529,1.1736,0.1347,1.2956,0
FalimComert SRL,2021,Diverse,0.8361,0.6703,1.1832,5.5834,-9.5728,-3.4593,-29.844,0.2584,-0.5508,-6.5666,1
BusTrans SA,2021,Transport_Logistica,1.4488,1.2688,0.6139,1.8005,5.2636,11.6187,8.8591,2.3103,0.1253,8.2079,0
IzolatRom SA,2023,Constructii,2.3369,1.6868,0.2934,0.3661,9.9292,14.4504,24.3977,0.8198,0.1618,9.019,0
PloaieRom SRL,2019,Agricultura,2.3562,1.0278,0.4726,1.0138,13.1378,4.4884,12.0305,0.796,0.1337,9.4935,0
ConstrVest SRL,2021,Constructii,1.4083,0.8206,0.3812,0.5956,8.0465,4.7922,22.6715,1.5099,0.1833,4.3416,0
FisRom SRL,2019,Energie,2.0467,1.5812,0.5378,1.1199,14.4467,6.6799,29.0368,0.5604,0.2455,11.6607,0
NeonatRom SRL,2021,Sanatate_Farma,2.9217,2.4867,0.3941,0.7084,10.1429,15.0582,41.6174,0.7338,0.1974,19.8008,0
Societatea de Investitii Financiare Moldova SA,2022,Diverse,5.0652,3.6034,0.0879,0.0916,36.1867,11.9297,14.5995,0.1843,0.6,16.9649,0
GameDev SA,2022,IT_Telecom,5.919,5.3925,0.3953,0.7476,29.402,22.4486,27.6213,2.591,0.3204,61.0005,0
DeficitCom SRL,2020,Diverse,0.4729,0.3674,1.5354,11.4212,-4.2831,-22.2104,-10.6139,0.4639,-0.3004,-2.58,1
AsfConst SA,2023,Constructii,1.5539,0.8949,0.3107,0.4848,5.5642,11.1949,19.875,0.6148,0.1875,13.4396,0
MozRom SRL,2022,Turism_HoReCa,1.901,1.5452,0.4113,0.7598,19.6149,8.7049,18.8044,1.131,0.2185,4.1361,0
Azomures SA,2019,Productie,1.2858,0.9213,0.5016,1.0367,5.8142,3.9237,9.7396,1.2122,0.0514,0.9778,0
MedFerRom SRL,2020,Sanatate_Farma,4.3989,3.4142,0.3656,0.5474,33.7672,27.7574,32.6057,1.127,0.4446,22.5098,0
ImportRom SA,2023,Comert,2.0793,0.8118,0.6373,1.6817,5.5536,7.0261,14.3973,3.1786,0.1412,8.3627,0
MilitConst SA,2021,Constructii,2.1487,1.4224,0.3597,0.6163,8.8805,4.0168,14.2543,1.4472,0.1834,4.5406,0
