company_name,year,sector,current_ratio,quick_ratio,debt_ratio,debt_to_equity,net_profit_margin,return_on_assets,return_on_equity,asset_turnover,working_capital_ratio,interest_coverage,is_bankrupt
PAREXEL INTERNATIONAL ROMANIA SRL,2017,Productie,0.5891,0.1881,0.5256,1.108,-8.0899,-7.3996,-15.5985,0.9147,-0.216,-2.8155,
ASKOLL ROMÂNIA SRL,2017,Productie,3.0388,2.8201,0.0771,0.0836,0.1368,0.0508,0.0551,0.3715,0.1573,1.653,
KLG EUROPE LOGISTICS  SRL,2017,Productie,0.6857,0.5656,0.6263,1.676,2.5422,1.3204,3.5334,0.5194,-0.1968,0.6878,
ROMPETROL QUALITY CONTROL SRL,2017,Productie,0.4093,0.1323,0.7418,2.8724,2.444,1.6804,6.5073,0.6876,-0.4382,0.5493,
VOX CARRIER SRL,2017,Productie,1.6125,1.0002,0.2139,0.2722,7.6858,15.4584,19.6657,2.0113,0.131,17.2039,
SWOBODA SIBIU S.R.L.,2017,Productie,5.9845,3.5551,0.1275,0.1461,14.4364,87.1877,99.924,6.0394,0.6353,162.0243,
Porr Construct SRL,2017,Productie,0.9391,0.7454,0.9244,12.2338,1.0578,3.6977,48.9352,3.4956,-0.0563,0.9413,
INFOMED FLUIDS SRL,2017,Productie,1.1913,1.0931,0.3744,0.6426,0.8624,1.9371,3.3249,2.2462,0.0716,1.232,
ALSECON II SEBEŞ SRL,2017,Productie,2.0878,1.6616,0.2501,0.3613,10.9377,20.3956,29.4632,1.8647,0.272,19.0843,
MARLA SOFT SRL,2017,Productie,1.827,1.2415,0.5104,1.0426,30.6289,19.7917,40.4268,0.6462,0.4221,9.18,
DINAMIC SRL,2017,Productie,1.9872,1.9656,0.2905,0.4094,9.1891,29.0106,40.887,3.1571,0.2867,23.0654,
EDISON SRL,2017,Productie,0.1263,0.0837,1.1021,-10.7925,-99.0686,-12.0846,118.3382,0.122,-0.9629,-2.1555,
C.D.C. COMPANY SRL,2017,Productie,11.128,11.128,0.0745,0.0805,27.8317,31.1073,33.6111,1.1177,0.7545,86.5166,
ANDREEAS COMPANY SRL,2017,Productie,1.4798,0.6121,0.6144,1.5933,0.4125,4.1344,10.7216,10.0227,0.2948,6.4769,
CRIOS SRL,2017,Productie,1.6468,1.4671,0.5744,1.833,13.6487,25.9505,82.811,1.9013,0.3715,10.6508,
ANCA FOREST SRL,2017,Productie,1.2186,1.0631,0.7599,3.1645,3.1597,23.1381,96.3587,7.3229,0.1661,7.3541,
COMMUNICATION DISTRIBUTION SOLUTIONS SRL,2017,Productie,1.1432,-0.3855,0.7792,3.5296,0.2203,0.9964,4.5131,4.5222,0.1116,0.2557,
CORINA COM SRL,2017,Productie,0.3459,0.1374,0.3882,0.9928,0.0877,0.061,0.1561,0.6959,-0.2539,0.0644,
COM TONEA SRL,2017,Productie,2.766,2.766,0.308,0.4451,23.4071,64.6695,93.4541,2.7628,0.5439,49.684,
TAMISA R & V SRL,2017,Productie,3.5946,2.5296,0.1472,0.1727,16.1622,20.5845,24.1385,1.2736,0.382,29.5175,
MARGA COMP SRL,2017,Productie,2.2025,1.3672,0.4494,0.8163,-18.3791,-3.8108,-6.9215,0.2073,0.5404,-1.6959,
DANE TRANSCOM SRL,2017,Productie,1.515,0.8623,0.6373,1.7574,8.2931,34.5908,95.3792,4.171,0.3282,14.7813,
UNIREA RESTAURANT SRL,2017,Productie,1.4346,1.014,0.4033,0.6758,-4.7296,-6.3005,-10.5583,1.3321,0.1753,-3.1248,
MON BLANC SRL,2017,Productie,0.3151,0.2181,1.198,-5.6608,-4.2165,-4.0761,19.2608,0.9667,-0.8205,-0.6805,
KATY COMPANY SRL,2017,Productie,1.3601,0.9133,0.2377,0.3119,-5.4822,-7.2803,-9.5507,1.328,0.0856,-5.0015,
DISTINS SRL,2017,Productie,1.045,1.0372,0.5002,1.5172,10.2558,5.2928,16.0544,0.5161,0.0225,2.6374,
MARNAP SRL,2017,Productie,1.1772,0.8367,0.5329,1.1407,3.1594,5.6861,12.1722,1.7997,0.0944,2.4325,
SERCOMS SRL,2017,Productie,0.5645,0.37,0.9728,35.7312,0.2724,0.364,13.3691,1.3364,-0.4236,0.0748,
METAL PROD SRL,2017,Productie,1.1278,0.8258,0.3145,0.487,-3.3417,-7.3527,-11.3878,2.2003,0.0402,-4.6764,
D.I.C. GROUP SRL,2017,Productie,1.3155,1.2042,0.2571,0.3462,18.7755,13.4832,18.1505,0.7181,0.0811,12.3477,
ELECTRO AUTO ANDREAS SRL,2017,Productie,0.0675,0.0161,0.5052,1.0212,18.2038,23.9677,48.444,1.3166,-0.4711,10.5141,
SELIM SRL,2017,Productie,0.718,0.6968,0.7494,2.9906,6.267,10.1414,40.4701,1.6182,-0.2113,3.2236,
MARGUSTI SRL,2017,Productie,3.5654,2.9502,0.1342,0.155,23.0577,29.5685,34.1521,1.2824,0.3443,47.3896,
DE COLȚEȘTI S.R.L.,2017,Productie,2.0259,1.2189,0.1612,0.1922,1.0264,0.8542,1.0183,0.8322,0.1654,1.2617,
M SI N FOREST '94 SRL,2017,Productie,0.3516,0.1428,0.5682,1.316,1.9548,2.2351,5.1767,1.1434,-0.3684,0.9405,
ARCADIA VIT SRL,2017,Productie,1.4754,0.3208,0.2857,0.4,-0.9492,-1.0172,-1.4241,1.0717,0.1358,-0.7121,
AUTOCOMPANY MONTANA SRL,2017,Productie,0.9176,0.8453,0.4796,1.115,7.9394,39.4664,91.7547,4.9709,-0.0395,19.113,
NOVA MODUL SRL,2017,Productie,1.3582,0.0165,0.6768,2.0937,0.4015,0.3454,1.0685,0.8602,0.2424,0.1228,
CARGUS S.R.L.,2017,Productie,6.3815,4.9134,0.1099,0.149,3.3597,2.0044,2.7182,0.5966,0.5912,4.6826,
EXIMTUR SRL,2017,Productie,0.9997,0.5554,0.5456,1.2008,11.0657,19.1383,42.1197,1.7295,-0.0002,8.0696,
FARMACEUTICA REMEDIA DISTRIBUTION & LOGISTICS S.R.L.,2017,Productie,2.692,1.7221,0.1365,0.1638,-23.0107,-23.321,-27.9886,1.0135,0.231,-34.1693,
DELTA ANTREPRIZA DE CONSTRUCTII SI MONTAJ 93 S.R.L.,2017,Productie,0.5258,0.3901,0.8377,5.1595,5.4827,8.8894,54.7549,1.6214,-0.3972,2.4804,
DONA. LOGISTICA S.A.,2017,Productie,1.2701,0.4767,0.349,0.6197,2.0688,2.5814,4.5834,1.2478,0.0943,1.8174,
UBISOFT SRL,2017,Productie,0.8857,0.7128,0.9813,52.5483,0.5871,1.7994,96.3557,3.0648,-0.1122,0.9914,
ELAN-TRIO SRL,2017,Productie,19.1426,12.9023,0.0441,0.0462,11.1811,14.6914,15.37,1.314,0.801,79.847,
FORAJ SONDE SA,2017,Productie,1.161,0.4194,0.5832,1.3992,2.581,4.3206,10.3658,1.674,0.0939,1.6017,
FOX COM SERV SRL,2017,Productie,1.7328,1.5936,0.4695,0.8851,12.6705,16.5383,31.1762,1.3053,0.3441,8.4309,
AUTO ITALIA IMPEX SRL,2017,Productie,15.7508,15.7508,0.0635,0.0678,90.9303,93.5876,99.9321,1.0292,0.9365,200.0,
INTERBRANDS ORBICO S.R.L.,2017,Productie,10.8987,7.8353,0.0511,0.0539,10.7863,8.5567,9.018,0.7933,0.5063,39.2954,
A.B.C.VAL SRL,2017,Productie,0.6607,0.4609,0.8537,10.6902,0.0246,0.0292,0.3651,1.1849,-0.2897,0.0211,
SUPERCOM SA,2017,Productie,1.068,0.3694,0.6257,1.6717,-3.5082,-2.5062,-6.696,0.7144,0.0425,-0.5751,
COTTONTEX SRL,2017,Productie,0.4566,0.2581,1.4486,-3.229,-27.3914,-59.0214,131.5602,2.1547,-0.7872,-8.0392,
VICTOR CONSTRUCT SRL,2017,Productie,2.3073,2.0581,0.2949,0.4217,16.6669,64.6012,92.3894,3.876,0.3855,50.495,
RMB INTER AUTO SRL,2017,Productie,1.3438,1.0736,0.611,1.571,5.7205,7.5803,19.4887,1.3251,0.2101,2.8877,
CONCEPT CONSULT & PROSPECT SRL,2017,Productie,1.2168,1.2159,0.7231,2.6115,1.6296,4.8213,17.4122,2.9586,0.1567,1.5898,
ELGEKA - FERFELIS ROMANIA SA,2017,Productie,0.7129,0.08,0.6607,2.1483,-0.639,-2.3105,-7.5127,3.616,-0.1897,-0.6994,
PRO SOFT SRL,2017,Productie,1.0239,0.2485,0.3839,0.6243,-15.7629,-10.4247,-16.9538,0.6613,0.0092,-5.431,
UNITED SHIPPING AGENCY S.R.L.,2017,Productie,0.0102,0.0102,0.9979,468.299,0.1841,0.1111,52.1531,0.6036,-0.9877,0.1412,
BAUM SRL,2017,Productie,0.5855,0.0258,0.8044,4.1126,-7.5493,-43.953,-224.7137,5.8221,-0.3334,-9.7455,
LICURICI IMPEX SRL,2017,Productie,1.1865,0.6425,0.4093,0.6928,6.5205,8.9914,15.2207,1.3789,0.0763,5.0582,
POLICLINICA DE DIAGNOSTIC RAPID SA,2017,Productie,2.4443,1.9266,0.3633,0.5705,6.831,14.6974,23.0825,2.1516,0.5247,9.7503,
SOLAREX IMPEX SRL,2017,Productie,0.1069,0.1069,1.4819,-3.0751,-0.9534,-3.0563,6.3423,3.2057,-1.3235,-0.4125,
EUROPEAN DRINKS SA,2017,Productie,1.0139,0.8225,0.807,4.1815,6.7885,9.6162,49.8266,1.4165,0.0112,2.8197,
HEIDELBERG MATERIALS ROMÂNIA S.A.,2017,Productie,1.7207,0.4837,0.226,0.3167,3.4062,1.9602,2.747,0.5755,0.1629,1.7348,
ASBIS ROMANIA SRL,2017,Productie,0.9613,0.9612,1.0402,-25.862,1.0709,5.0683,-126.0079,4.7327,-0.0402,1.2867,
HOCHLAND ROMÂNIA SRL,2017,Productie,1.4522,1.4522,0.6236,1.6567,10.904,14.2111,37.7543,1.3033,0.282,5.4091,
OCEAN FISH SRL,2017,Productie,2.9214,2.8196,0.1198,0.1361,0.2705,0.1497,0.17,0.5532,0.2301,0.3947,
EURO CONSTRUCT TRADING 98 SRL,2017,Productie,5.603,4.8736,0.1785,0.2173,68.1021,71.4869,87.0176,1.0497,0.8215,83.6371,
BRENNTAG SRL,2017,Productie,0.5853,0.2506,0.9061,11.0429,1.6821,3.8383,46.7777,2.2818,-0.3758,0.9884,
COMPANIA AQUASERV SA,2017,Productie,0.7587,0.7587,1.3181,-4.1435,-2.2396,-42.7099,134.2593,19.07,-0.3181,-3.5866,
JOHNSON WAX SRL,2017,Productie,3.7757,2.8572,0.2057,0.2735,3.9866,6.9769,9.2761,1.7501,0.5709,8.0905,
SOCIETATEA NATIONALA DE RADIOCOMUNICATII SA,2017,Productie,0.7084,0.5574,1.4116,-1.0509,25.0397,58.1223,-43.2738,2.3212,-0.4116,8.2352,
COGNIZANT TECHNOLOGY SOLUTIONS ROMANIA S.R.L.,2017,Productie,1.2364,1.2189,0.8088,4.2294,0.7263,4.4948,23.5049,6.189,0.1912,1.7107,
WIENERBERGER S.R.L.,2017,Productie,0.9537,0.6266,0.6939,3.3965,0.0254,0.0136,0.0664,0.5344,-0.0321,0.0733,
HONEYWELL ROMANIA SRL,2017,Productie,0.9372,0.5367,0.7956,3.8924,3.127,4.1597,20.3512,1.3303,-0.05,1.2086,
KENDRION AUTOMOTIVE (SIBIU) SRL,2017,Productie,0.1225,0.1122,0.6928,2.2551,1.0421,0.56,1.8229,0.5374,-0.6079,0.2224,
ASTRA VAGOANE CALATORI SA,2017,Productie,0.4411,0.3272,0.8096,4.2666,6.5647,7.4755,39.3977,1.1387,-0.4524,2.1427,
FILIALA DE DISTRIBUŢIE A GAZELOR NATURALE-SOCIETATEA COMERCIALĂ DE DISTRIBUŢIE A GAZELOR NATURALE-DISTRIGAZ NORD S.A. TG-MUREŞ,2017,Productie,0.6456,0.4958,0.4904,0.9789,12.6912,9.2343,18.4309,0.7276,-0.1738,4.1915,
DRUMURI BIHOR SA,2017,Productie,0.8596,0.2128,0.7123,2.7016,-1.4621,-2.9355,-11.1331,2.0076,-0.1,-0.8242,
SOGECO ROMANIA SRL,2017,Productie,0.1051,0.0511,0.8749,7.2199,-9.9436,-8.9918,-74.2051,0.9043,-0.783,-1.6546,
HALLIBURTON ENERGY SERVICES ROMANIA SRL,2017,Productie,0.7173,0.5309,0.4255,2.0214,16.8054,10.2968,48.9141,0.6127,-0.1203,5.8254,
LUXOFT PROFESSIONAL ROMANIA SRL,2017,Productie,1.2404,0.8643,0.5456,1.2006,7.8945,18.3222,40.32,2.3209,0.1311,8.0292,
NEWPARK DRILLING FLUIDS EASTERN EUROPE SRL,2017,Productie,0.1829,0.1341,0.6598,-5.3746,-3.6969,-0.9262,7.5443,0.2505,-0.5392,-0.2807,
"COMPANIA NATIONALA DE CAI FERATE ""CFR"" SA",2017,Productie,1.3605,1.1198,0.7132,2.4862,2.6332,3.0391,10.595,1.1542,0.2571,1.012,
"SOCIETATEA NATIONALA DE TRANSPORT FEROVIAR DE MARFA ""CFR - MARFA"" SA",2017,Productie,0.8934,0.658,0.6741,2.8318,-0.7371,-2.5032,-10.5158,3.3958,-0.0718,-0.7427,
SOCIETATEA NATIONALA DE TRANSPORT FEROVIAR DE CALATORI - CFR - CALATORI SA,2017,Productie,1.5458,1.0844,0.4214,0.7685,4.0155,12.901,23.5289,3.2128,0.23,6.7024,
RUSTRANS SRL,2017,Productie,2.4716,0.1971,0.4046,0.6795,1.8826,7.2134,12.1153,3.8316,0.5954,5.461,
LEROY MERLIN ROMANIA SRL,2017,Productie,11.2588,8.8719,0.024,0.0247,3.1746,0.2028,0.2087,0.0639,0.2466,2.0542,
BEKAERT SLATINA SRL,2017,Productie,0.5094,0.3346,0.4149,0.9052,1.0416,2.2555,4.9212,2.1655,-0.2035,1.0873,
DYNAMIC SELLING GROUP S.A.,2017,Productie,1.1058,1.0755,0.4009,0.6692,-16.6803,-48.5069,-80.9673,2.908,0.0424,-24.1985,
GEMARCO WINE BEVERAGES S.R.L.,2017,Productie,0.3849,0.3575,0.3365,0.6054,-11.2077,-3.561,-6.4069,0.3177,-0.2069,-1.6948,
SCHWAB AGRO PROD SRL,2017,Productie,1.1562,1.1199,0.5644,1.2955,22.5645,15.595,35.7981,0.6911,0.0882,6.5386,
Servier Pharma SRL,2017,Productie,1.2392,1.0625,0.788,3.7166,6.7478,16.4169,77.4319,2.4329,0.1885,4.801,
COTROCENI PARK SA,2017,Productie,1.5,0.8776,0.5634,1.2907,2.2741,2.4613,5.6381,1.0824,0.2817,1.0562,
BUNGE ROMANIA SRL,2017,Productie,4.7919,2.2377,0.1933,0.2397,9.4781,8.2952,10.2832,0.8752,0.7331,10.1278,
PAYZONE SA,2017,Productie,4.2083,4.0051,0.1876,0.2309,47.4406,70.867,87.2286,1.4938,0.6018,91.4196,
SERMEDIC SRL,2017,Productie,8.6728,7.8428,0.1035,0.1246,-3.3771,-2.2968,-2.7653,0.6801,0.7943,-4.4372,
ELECTRO DISTRIBUTION SRL,2017,Productie,1.5621,1.0189,0.1973,0.2458,14.9879,18.3868,22.906,1.2268,0.1109,21.9982,
Electrificare C.F.R. SA,2017,Productie,0.2812,0.2495,1.3329,-3.9278,-13.4895,-12.2492,36.0947,0.9081,-0.9581,-1.8379,
GREENTECH S.A.,2017,Productie,0.2519,0.1952,1.225,-5.4444,-6.2636,-4.9085,21.815,0.7836,-0.9164,-0.682,
BADER ROMANIA S.R.L.,2017,Productie,1.0666,0.2494,0.6586,1.9294,1.2807,0.9847,2.8845,0.7689,0.0439,0.3559,
COFICAB EASTERN EUROPE SRL,2017,Productie,0.4702,0.4408,0.6955,-2.9486,-22.2968,-8.5197,36.1213,0.3821,-0.3684,-2.3277,
HIPAC ROMANIA SRL,2017,Productie,19.9177,19.9177,0.0367,0.0381,58.9615,31.8937,33.1086,0.5409,0.6942,182.716,
APA CANAL SA,2017,Productie,1.6554,1.3462,0.3124,0.4601,1.5238,2.6477,3.8998,1.7376,0.2047,2.339,
MECHROM INDUSTRY SRL,2017,Productie,0.8407,0.4822,0.6042,1.5266,18.8045,21.3495,53.942,1.1353,-0.0962,7.5973,
GIC NOSAG METAL SRL,2017,Productie,1.0813,0.7335,0.4151,0.7533,-37.2666,-8.5126,-15.4476,0.2284,0.0337,-4.1012,
AVITUM SRL,2017,Productie,0.0195,0.0153,1.7716,-2.2961,-2.6483,-1.8912,2.4511,0.7141,-1.7371,-0.2135,
ADA FABRICA DE MOBILA SRL,2017,Productie,4.8054,2.8648,0.137,0.1588,-9.893,-8.4725,-9.818,0.8564,0.5215,-12.3651,
DONAU CHEM SRL,2017,Productie,0.6549,0.5914,0.9952,-6.9633,7.2971,7.4416,-52.067,1.0198,-0.3435,1.4955,
CARPATI COMPETENCE IN PRODUCTION SRL,2017,Productie,0.8928,0.8672,0.8087,4.2283,3.2704,6.7535,35.3095,2.0651,-0.0867,2.0016,
HOME DECOSTYLE SRL,2017,Productie,0.6406,0.59,0.4298,0.7538,5.804,9.5676,16.7802,1.6484,-0.1545,5.3512,
MARQUARDT SCHALTSYSTEME SCS,2017,Productie,0.9866,0.0707,0.7093,3.0168,2.705,15.5644,66.2026,5.7539,-0.0095,4.5838,
TIRRENA SCAVI CONDOTTE G.I.E.,2017,Productie,0.4498,0.4062,0.5253,2.0186,6.9036,16.116,61.9266,2.3344,-0.289,7.3821,
FLOAREA INTERNATIONAL SRL,2017,Productie,0.9969,0.9876,0.562,1.2857,12.8746,13.3431,30.5273,1.0364,-0.0017,5.3331,
DONA. LOGISTICA S.A.,2017,Productie,1.7746,1.0739,0.308,0.4466,8.7121,10.2784,14.9057,1.1798,0.2386,7.3963,
SEDCO FOREX INTERNATIONAL LIMITED BERMUDA SUCURSALA BUCURESTI,2017,Productie,3.974,3.4159,0.2378,0.3175,13.3609,15.0563,20.1064,1.1269,0.7072,15.0274,
ELECTROCENTRALE CONSTANŢA S.A.,2017,Productie,0.5922,0.3146,0.6095,1.6443,1.0452,2.3486,6.3361,2.2471,-0.2485,0.9269,
ROPHARMA LOGISTIC S.A.,2017,Productie,1.2074,0.7481,0.2298,0.2983,39.3673,74.9374,97.2934,1.9035,0.0476,66.8953,
PATBERG INTERNATIONAL SRL,2017,Productie,3.1459,2.1075,0.2322,0.3024,-16.0359,-11.8889,-15.4843,0.7414,0.4983,-9.6316,
JACOBS DOUWE EGBERTS RO SRL,2017,Productie,0.6036,0.5452,1.4682,-3.1358,-10.6889,-46.8319,100.0248,4.3813,-0.5821,-6.2368,
HP INC ROMANIA SRL,2017,Productie,2.1707,2.1707,0.4605,0.8542,-0.4927,-3.3968,-6.3011,6.8949,0.5391,-2.1639,
RAIL TERMINALS S.R.L.,2017,Productie,0.1902,0.113,2.213,-1.8244,5.5614,4.6907,-3.867,0.8435,-1.7921,0.5002,
BELOR ROMANIA SOCIETATE PE ACŢIUNI,2017,Productie,0.0876,0.0876,0.4746,0.9035,-15.7247,-31.0732,-59.1464,1.9761,-0.433,-13.0934,
TINMAR ENERGY S.A.,2017,Productie,0.7,0.1293,0.4748,0.9816,9.189,8.6929,17.9726,0.946,-0.1424,4.3934,
"SNGN ""ROMGAZ"" SA-FILIALA DE ÎNMAGAZINARE GAZE NATURALE DEPOGAZ PLOIEŞTI SRL",2017,Productie,1.3162,0.8877,0.4606,1.0136,10.7418,27.8246,61.2269,2.5903,0.1457,14.1849,
CETPREST S.R.L.,2017,Productie,1.5228,0.8866,0.4051,0.681,2.002,2.7366,4.6002,1.3669,0.2118,1.7795,
ELECTROMONTAJ-FILIALA PITESTI S.A.,2017,Productie,1.7974,1.6326,0.3878,0.6335,6.455,2.6311,4.2979,0.4076,0.3092,1.6133,
"GENERAL ELECTRIC GLOBAL SERVICES GMBH BADEN, SUCURSALA BUCURESTI",2017,Productie,1.4548,1.3863,0.2568,0.957,38.2827,33.443,124.6152,0.8736,0.1168,26.7228,
LA FÂNTÂNA SRL,2017,Productie,1.0617,0.6939,0.3857,0.6279,12.6603,5.098,8.2994,0.4027,0.0238,2.9573,
TERAPLAST RECYCLING S.A.,2017,Productie,5.8325,5.8325,0.1705,0.2055,47.3634,47.9397,57.7918,1.0122,0.8238,57.4301,
AVIAREG S.A.,2017,Productie,0.4841,0.1185,0.9101,10.1271,0.2812,0.48,5.341,1.7069,-0.4695,0.1671,
FIFLIS FRUIT SRL,2017,Productie,0.8649,0.6169,0.9052,9.5481,2.6397,9.4698,99.8883,3.5875,-0.1223,2.4678,
SAM MILLS EUROPE SRL,2017,Productie,0.9319,0.7176,0.4111,1.0109,2.7715,5.681,13.9688,2.0498,-0.028,3.5126,
TOTAL SOFT S.A.,2017,Productie,1.869,1.4085,0.3642,0.6585,4.0337,3.9968,7.2256,0.9909,0.3165,2.6008,
DRIVERS-A-CREW SRL,2017,Productie,0.5633,0.5343,0.8743,6.9533,-0.1081,-0.2405,-1.9124,2.2247,-0.3818,-0.055,
HOFMANN SPEDITION SRL,2017,Productie,0.2503,0.1789,0.7006,2.3399,-18.9843,-9.5687,-31.9583,0.504,-0.5252,-2.7316,
SERV. COM. - IMPORT-EXPORT TRADING SRL,2017,Productie,0.5925,0.4015,0.9309,15.6786,11.3365,12.5202,210.867,1.1044,-0.3794,2.9129,
CONSUMCOOP ALBAC SOCIETATE COOPERATIVĂ,2017,Productie,0.633,0.2415,0.498,0.9918,0.754,0.4626,0.9214,0.6135,-0.1827,0.2226,
ALIMPE SRL,2017,Productie,2.9306,2.5829,0.1621,0.2022,0.4277,0.2233,0.2785,0.5221,0.3129,0.4231,
SILVA-COM SRL,2017,Productie,3.5717,0.9802,0.1473,0.1727,-3.4031,-7.733,-9.0688,2.2723,0.3788,-10.4996,
DR. OETKER RO SRL,2017,Productie,0.2156,0.1071,0.9531,20.3114,3.3368,4.6507,99.1134,1.3938,-0.7476,1.2684,
S.A.O. SA,2017,Productie,0.5704,0.2042,0.6279,1.6874,0.5865,0.9421,2.5319,1.6063,-0.2698,0.4582,
TUSNAD SA,2017,Productie,4.1671,2.6067,0.2179,0.2871,16.3439,17.6381,23.2474,1.0792,0.69,18.8357,
TEHNOPLUS MEDICAL SRL,2017,Productie,1.5363,1.5106,0.6342,1.7334,6.6231,18.99,51.9067,2.8672,0.3401,6.9439,
JT INTERNATIONAL MANUFACTURING SA,2017,Productie,1.3756,1.0005,0.3102,0.6022,11.2021,5.3107,10.3096,0.4741,0.1165,3.7089,
LISA DRAXLMAIER AUTOPART ROMANIA SRL,2017,Productie,1.6262,0.6956,0.2584,0.3547,24.6495,20.2311,27.7735,0.8208,0.1618,17.3678,
T&O PRODCOM SRL,2017,Productie,0.9483,0.9063,0.5673,1.311,-3.5854,-8.3173,-19.2212,2.3197,-0.0293,-2.9323,
DIANTHUS COMPANY SRL,2017,Productie,0.1598,0.0875,0.9864,72.5603,0.426,0.4493,33.0486,1.0547,-0.8287,0.1572,
NEGRO 2000 SRL,2017,Productie,2.2602,2.2602,0.4424,0.7935,28.3223,34.7553,62.3344,1.2271,0.5576,18.7605,
IACM SIB S.A.,2017,Productie,1.1941,0.4785,0.3977,0.6602,3.2246,2.0647,3.4278,0.6403,0.0772,1.0384,
GENERAL LEASING S.R.L.,2017,Productie,0.8553,0.5774,1.04,-25.989,-63.8665,-2.6329,65.793,0.0412,-0.1505,-0.5063,
ROMSYS SRL,2017,Productie,5.7313,4.1366,0.1023,0.1286,9.2334,11.1447,14.0107,1.207,0.4839,25.8243,
PUNCTUAL COMIMPEX SRL,2017,Productie,2.016,1.5869,0.4585,0.8469,29.876,27.0473,49.9532,0.9053,0.4659,12.1919,
DAAS IMPEX SRL,2017,Productie,0.8483,0.1926,1.1723,-6.8034,-89.8216,-47.038,272.9797,0.5237,-0.1779,-8.0248,
FILDAS TRADING SRL,2017,Productie,1.1622,1.0382,0.2824,0.3935,13.0826,27.4314,38.2257,2.0968,0.0458,22.7261,
INTRAROM SA,2017,Productie,0.0223,0.0219,2.7332,-1.577,-40.866,-53.5702,30.909,1.3109,-2.6723,-3.8859,
PHILIP MORRIS TRADING SRL,2017,Productie,1.5699,0.5046,0.2991,0.4355,2.8248,4.5507,6.6266,1.611,0.1704,3.5052,
ATLASSIB SRL,2017,Productie,8.308,7.3674,0.1204,0.1368,29.2992,73.4749,83.529,2.5077,0.8796,145.3397,
RADICSTAR SRL,2017,Productie,0.9061,0.2695,0.8424,5.3463,0.6904,0.8905,5.6513,1.2899,-0.0791,0.2517,
FERMA ZOOTEHNICA SRL,2017,Productie,0.7074,0.5919,0.5005,1.0796,16.0551,9.4501,20.3843,0.5886,-0.1465,4.0748,
B A S F SRL,2017,Productie,0.9108,0.7032,0.7779,9.0976,1.1579,1.2019,14.0553,1.038,-0.0694,0.4247,
WHITELAND IMPORT EXPORT SRL,2017,Productie,0.0363,0.0254,9.3749,-1.1194,52.9954,36.3889,-4.345,0.6866,-9.0343,0.8242,
MIDOCAR SRL,2017,Productie,2.3605,2.3605,0.3996,0.6656,7.7983,14.1703,23.6024,1.8171,0.5437,8.1833,
ENERGROM SRL,2017,Productie,6.3283,5.2143,0.0677,0.0727,14.4035,9.6686,10.3711,0.6713,0.3609,32.4488,
GEOROM INTERNATIONAL SA,2017,Productie,0.7275,0.5916,0.9256,12.4326,3.1367,6.3763,85.6499,2.0328,-0.2523,1.6481,
INOVECO S.R.L.,2017,Productie,1.74,1.1674,0.5572,1.2585,6.8266,25.356,57.2672,3.7143,0.4124,10.7187,
"COMPANIA NAŢIONALĂ ""ADMINISTRAŢIA PORTURILOR MARITIME"" - S.A.CONSTANŢA",2017,Productie,0.2914,0.2613,0.6431,1.8018,1.4044,1.464,4.1017,1.0424,-0.4557,0.56,
AGRO DEVELOPMENT SRL,2017,Productie,9.8103,9.8103,0.1002,0.1114,51.2947,89.8126,99.814,1.7509,0.8828,182.7623,
VIESSMANN SRL,2017,Productie,1.0606,0.896,0.7041,2.3798,5.6811,19.1082,64.5816,3.3635,0.0426,6.5275,
B.BRAUN MEDICAL SRL,2017,Productie,1.0967,0.3824,0.3534,0.6238,12.2095,13.6905,24.1658,1.1213,0.0342,9.1528,
SANOFI ROMANIA SRL,2017,Productie,0.9213,0.8272,0.8957,8.5917,5.8501,4.8361,46.3866,0.8267,-0.0705,1.2746,
TRANSCONDOR SA,2017,Productie,4.0096,4.0096,0.2361,0.3091,3.7869,5.8455,7.6522,1.5436,0.7106,6.1264,
WILO ROMANIA SRL,2017,Productie,11.7653,11.2278,0.0813,0.0885,60.3982,31.9242,34.7491,0.5286,0.8752,79.8395,
MONDELEZ ROMANIA SNACKS PRODUCTION S.R.L.,2017,Productie,0.747,0.747,1.3388,-3.9519,-5.4423,-25.29,74.6543,4.6469,-0.3388,-3.0839,
OMV PETROM MARKETING SRL,2017,Productie,0.617,0.1076,0.7751,3.4464,2.1235,2.158,9.5953,1.0163,-0.2968,0.6886,
CONTINENTAL AUTOMOTIVE PRODUCTS SRL,2017,Productie,0.0575,0.043,4.5523,-0.8225,-2.0272,-2.4236,0.4379,1.1955,-4.2907,-0.1065,
AGRISOL INTERNATIONAL R.O. SRL,2017,Productie,2.0327,0.4878,0.3992,0.6646,0.4773,0.4434,0.7381,0.929,0.4123,0.626,
TIRIAC AUTO SRL,2017,Productie,0.5152,0.3162,0.9396,15.5668,5.6554,15.9048,263.4916,2.8123,-0.4556,4.1079,
BERGERAT MONNOYEUR SRL,2017,Productie,1.3069,1.0182,0.6928,2.2554,6.9332,1.3695,4.4583,0.1975,0.2126,0.4524,
JIDVEI S.R.L.,2017,Productie,7.5568,7.5568,0.1314,0.1513,88.9317,85.4074,98.3287,0.9604,0.8616,134.4325,
LEONI WIRING SYSTEMS ARAD SRL,2017,Productie,0.4858,0.4856,0.6834,2.1584,1.0044,1.9888,6.2815,1.9801,-0.3514,0.8477,
