company_name,year,sector,current_ratio,quick_ratio,debt_ratio,debt_to_equity,net_profit_margin,return_on_assets,return_on_equity,asset_turnover,working_capital_ratio,interest_coverage,is_bankrupt
IEFTINEL SRL,2023,Comert,0.995,0.4218,0.7768,3.5139,2.7822,5.1688,23.381,1.8578,-0.0039,1.5222,
PLASTOR TRADING SRL,2023,Comert,0.6982,0.4442,0.5812,1.3877,0.4633,4.1713,9.9598,9.0028,-0.1754,1.6928,
ICOFORM S.R.L.,2023,Comert,1.6569,0.5836,0.5855,1.4135,12.6533,24.0816,58.133,1.9032,0.3846,9.5136,
HASINTO SRL,2023,Comert,0.2423,0.1266,2.5909,-1.6286,0.2091,4.3579,-2.7392,20.8429,-1.9631,1.5406,
CONSTRUCT SCUT SRL,2023,Comert,1.0359,0.7637,0.9282,12.9358,5.1516,7.139,99.4877,1.3858,0.0333,1.8766,
PLASTEC KUNSTSTOFFVERARBEITUNG S.R.L.,2023,Comert,0.8863,0.6544,0.8869,7.9634,1.8172,10.678,95.8757,5.8761,-0.1009,2.8786,
APĂ CANAL BORŞ S.R.L.,2023,Comert,0.5038,-0.1001,0.6131,1.5846,4.1261,26.6901,68.9836,6.4686,-0.3042,10.181,
EUROPEAN FOOD INTERNATIONAL S.R.L.,2023,Comert,0.7222,0.6666,0.7147,2.7601,2.5682,6.9312,26.7692,2.6989,-0.1986,2.3344,
GRUP CRESCATORI SUINE S.R.L.,2023,Comert,0.7672,0.7672,0.628,4.4741,-16.3907,-10.2437,-72.9818,0.625,-0.1462,-3.2624,
GOLDPLAST SA,2023,Comert,2.7786,1.3181,0.3374,0.5092,2.4817,8.3283,12.5693,3.3559,0.6001,6.9257,
MACON SRL,2023,Comert,16.0669,3.9792,0.0613,0.0653,30.8371,19.9005,21.1999,0.6453,0.9235,76.6975,
AQUABIS SA,2023,Comert,1.2025,0.6707,0.8119,4.3167,7.6939,18.773,99.811,2.44,0.1644,5.421,
OZANA SRL,2023,Comert,1.2079,0.4459,0.7146,2.5043,8.5485,11.0427,38.697,1.2918,0.1486,3.4865,
TRANSMIXT SA,2023,Comert,1.2521,0.7964,0.7204,2.5767,5.3552,8.5076,30.429,1.5887,0.1816,2.9821,
LUCRARI DRUMURI SI PODURI SA,2023,Comert,1.9323,0.1867,0.4671,0.8765,8.2316,10.4756,19.658,1.2726,0.4355,6.12,
BETAK SA,2023,Comert,1.0922,0.5451,0.7648,3.5374,2.9574,4.8355,22.3649,1.635,0.0705,1.4433,
SOMPLAST SA,2023,Comert,0.8703,0.7653,0.7878,3.7123,-0.0141,-0.1682,-0.7928,11.9708,-0.1022,0.8085,
MONTANA-IUGAN SRL,2023,Comert,0.7244,0.4937,0.8708,6.7394,0.0588,0.2418,1.8711,4.1087,-0.2399,0.1361,
ROXANA SRL,2023,Comert,1.3212,0.4307,0.6971,2.3013,6.579,17.3883,57.4044,2.643,0.2239,5.7397,
FILADELFIA SRL,2023,Comert,1.0359,0.111,0.6688,2.0534,3.2705,1.0935,3.3572,0.3343,0.024,0.4066,
INDEMINAREA PRODCOM SRL,2023,Comert,0.7312,0.6993,0.4012,0.6785,12.4353,13.1859,22.299,1.0604,-0.1079,7.8301,
NEDEIAS GROUP S.R.L.,2023,Comert,1.7245,0.4471,0.4873,0.9503,6.3734,11.0906,21.6302,1.7401,0.353,5.1522,
HOBBY STAR 94 IMPEX SRL,2023,Comert,0.534,0.032,1.1836,-6.446,5.2176,27.2185,-148.2308,5.2167,-0.5516,4.9785,
BRIO FRESH SRL,2023,Comert,1.4207,0.3904,0.5593,1.2693,-0.8685,-1.9804,-4.494,2.2803,0.2353,-0.0314,
PRODIMA SRL,2023,Comert,0.4483,0.352,0.9045,9.4748,0.8392,8.8653,92.8616,10.5644,-0.499,2.6251,
SILVANIA INTERNATIONAL PROD SRL,2023,Comert,3.0629,3.0589,0.3203,0.4918,5.4071,20.2683,31.1149,3.7485,0.6608,14.5584,
POLIMED COM SRL,2023,Comert,1.905,1.3119,0.2408,0.3171,33.7301,33.1423,43.652,0.9826,0.2179,28.898,
CONSTRUCT PEROM SRL,2023,Comert,7.8315,2.4015,0.1277,0.1464,17.4224,7.9429,9.1056,0.4559,0.8723,12.4409,
ROMFULDA PROD SRL,2023,Comert,2.2278,1.7848,0.3543,0.5486,11.3192,45.8539,71.0105,4.051,0.435,30.4416,
LACTO SINELLI S.R.L.,2023,Comert,1.8745,1.4165,0.4995,1.0017,29.2431,44.317,88.8693,1.5155,0.4368,20.5331,
PLASTINVEST PROD SRL,2023,Comert,1.3161,0.8129,0.5002,1.0007,3.6496,28.3566,56.7328,7.7697,0.1581,13.1548,
AGRO-ARDEAL SRL,2023,Comert,2.8557,2.368,0.3057,0.4403,18.2052,39.2885,56.5887,2.1581,0.5673,29.1323,
VARODIMEX SRL,2023,Comert,1.3214,0.3028,0.6538,1.8882,3.2579,9.2933,26.8408,2.8526,0.2101,3.2554,
WINTER COM SRL,2023,Comert,2.233,2.1506,0.2459,0.326,-72.7231,-20.7532,-27.5187,0.2854,0.3031,-15.3983,
TEHNOPROD-PLAST SRL,2023,Comert,0.389,0.1698,0.8307,10.6352,0.4512,1.1266,14.4236,2.4971,-0.5076,0.3492,
ENERGOPLAST SA,2023,Comert,0.7802,0.2587,0.6127,1.6024,1.6836,4.5166,11.813,2.6828,-0.1346,1.7938,
MIDIVOX SERVCOM SRL,2023,Comert,1.0303,0.4954,0.9583,22.9954,0.8633,4.0003,95.9888,4.6338,0.029,1.8016,
AUTO-VALMAR SRL,2023,Comert,0.7565,0.7391,0.4418,0.9283,21.489,16.4814,34.6333,0.767,-0.1076,8.3635,
COMGABY MOLN SRL,2023,Comert,1.7508,0.4567,0.5191,1.0793,2.8808,21.9616,45.6651,7.6234,0.3897,9.8671,
INTEX SA,2023,Comert,0.8427,0.2523,0.6675,2.0075,-23.7158,-7.7191,-23.215,0.3255,-0.105,-2.3129,
RIMINI SRL,2023,Comert,1.7262,0.0434,0.512,1.0492,12.377,7.4027,15.1694,0.5981,0.3718,3.2978,
PASCAL COM SRL,2023,Comert,1.1988,0.2215,0.7588,3.1454,4.4106,7.4991,31.0867,1.7002,0.1509,2.3441,
I.T.L.-AGROCOMPLEX SRL,2023,Comert,1.2764,1.1009,0.6175,1.6147,13.5262,24.4416,63.9074,1.807,0.1707,9.1629,
TUB INTEGRAL SRL,2023,Comert,1.1574,0.9723,0.7276,2.671,3.9329,12.3803,45.4475,3.1479,0.1145,4.0253,
MEGATITAN SRL,2023,Comert,0.7867,0.4743,0.7133,2.4883,5.7696,16.3705,57.1044,2.8374,-0.1522,5.5486,
ALPINA BLAZNA SRL,2023,Comert,2.4121,1.3495,0.3891,0.6371,-0.9215,-2.3734,-3.8853,2.5756,0.5495,0.1056,
SANDINEX CLUB SRL,2023,Comert,1.0752,0.2536,0.7903,6.4278,2.5148,6.2991,51.2324,2.5048,0.0594,1.8809,
MIRON-CONSTRUCT SRL,2023,Comert,2.0025,2.0025,0.4969,0.9877,24.155,38.3723,76.2723,1.5886,0.4982,18.324,
VRINCEANA SRL,2023,Comert,1.0295,0.7567,0.8306,4.9021,2.2959,5.4161,31.9661,2.359,0.0245,1.4222,
STAR GATE SRL,2023,Comert,1.0508,0.2914,0.4371,0.7766,1.364,2.7552,4.8949,2.02,0.0222,1.5788,
DATACOR SRL,2023,Comert,2.8521,2.0965,0.3109,0.4511,10.9339,19.0325,27.6188,1.7407,0.5758,14.0242,
ROMVALVES SRL,2023,Comert,3.2943,3.2943,0.3018,12.6047,-0.061,-0.9532,-39.8097,15.633,0.6924,4.9122,
TABITA TOUR SRL,2023,Comert,1.2329,0.418,0.7299,2.7903,9.0413,11.3956,43.5646,1.2604,0.17,3.6692,
TESUTI TRANSILVANIA SRL,2023,Comert,1.4645,1.2535,0.6322,1.7188,3.0671,11.136,30.2765,3.6308,0.2936,4.0713,
TESSITURA DI SARATA SRL,2023,Comert,1.4949,0.1238,0.6245,1.6629,7.8952,9.7194,25.8822,1.2311,0.309,3.5184,
AUSTRO SOMES TRADING S.R.L.,2023,Comert,0.9619,0.375,0.8111,4.2947,3.9008,17.7809,94.1437,4.5583,-0.0309,5.2209,
FILECA INDUSTRY SA,2023,Comert,1.2344,0.2621,0.6677,2.0202,4.3209,9.3297,28.2264,2.1592,0.1565,3.1762,
OCOLUL SILVIC CORMAIA ANIES RA,2023,Comert,1.2973,0.6128,0.7266,2.6581,6.0857,11.1652,40.843,1.8346,0.216,3.6867,
FAR FOUNDATION SRL,2023,Comert,1.5632,0.5359,0.5425,1.186,1.7702,3.9329,8.5972,2.2218,0.3056,1.6814,
LIGNUM TREND SRL,2023,Comert,3.7527,2.58,0.2648,0.3612,23.6968,73.2539,99.9179,3.0913,0.7288,64.215,
OCOLUL SILVIC COMUNAL JOSENII BIRGAULUI RA,2023,Comert,2.3372,2.2102,0.4068,0.6858,18.4865,45.9697,77.4945,2.4867,0.544,26.1388,
TERAGLASS BISTRITA SRL,2023,Comert,1.2171,0.6302,0.779,3.5257,1.7271,18.187,82.3094,10.5306,0.1691,5.5821,
GAZQUEZ TRANSPORT SRL,2023,Comert,0.8595,0.6266,0.9576,24.408,0.6353,0.5577,14.2153,0.8778,-0.1345,0.1165,
METREM BECLEAN SRL,2023,Comert,5.0931,0.2975,0.0795,0.0863,19.5457,7.8877,8.5685,0.4036,0.3252,22.6311,
AGUAVIVA SRL,2023,Comert,0.0756,0.0745,5.4309,-1.2257,91.4429,22.0041,-4.9661,0.2406,-5.02,0.8103,
BUSINESS PARK BISTRIŢA SUD SRL,2023,Comert,1.2451,0.4529,0.7933,3.8373,8.3359,14.7868,71.5286,1.7739,0.1944,4.3109,
RIVER SUPER SLOT SRL,2023,Comert,0.8468,0.1499,0.6353,1.742,4.9824,13.6176,37.3396,2.7331,-0.0973,4.8229,
RLH MURES SRL,2023,Comert,2.5057,1.2137,0.3248,0.4809,6.8959,23.1258,34.2479,3.3536,0.489,16.511,
LOCAL SERV NĂSĂUD SRL,2023,Comert,1.3925,1.3925,0.5508,1.4381,10.2401,31.9572,83.4442,3.1208,0.2162,13.387,
REGIA AUTONOMĂ OCOLUL SILVIC IZVORUL SOMEŞULUI MARE RA,2023,Comert,3.0977,2.7922,0.3027,0.4341,4.4821,18.1439,26.0195,4.0481,0.635,13.9104,
PROTECTIE SI PAZA BISTRITA-NASAUD S.R.L.,2023,Comert,3.4719,0.8626,0.2776,0.3842,5.1855,18.8585,26.1043,3.6368,0.6861,15.5311,
DACIA ASPHALT S.R.L.,2023,Comert,1.498,0.822,0.6352,1.7411,14.7332,25.6619,70.3413,1.7418,0.3163,8.8868,
CARNA CARPATICA S.R.L.,2023,Comert,1.0332,0.2391,0.9676,29.875,4.0878,4.6172,142.555,1.1295,0.0321,1.1586,
MEDA PLAST TRANSILVANIA SRL,2023,Comert,1.0129,0.7415,0.8257,4.7379,0.9058,0.7888,4.5263,0.8709,0.0106,0.2318,
RIVIERA GAMES S.R.L.,2023,Comert,1.0251,0.0194,0.9755,39.8138,-5.8656,-3.4719,-141.7004,0.5919,0.0245,-0.7118,
MPI STEELPROCESS S.R.L.,2023,Comert,4.2173,0.6368,0.1791,0.2182,3.0525,15.8888,19.3562,5.2052,0.5763,21.2833,
REGIA PUBLICĂ LOCALĂ OCOLUL SILVIC TIHA BÎRGĂULUI R.A.,2023,Comert,1.0533,0.7144,0.7983,3.9894,-2.3891,-4.0114,-20.0476,1.6791,0.0425,-1.005,
TERABIO PACK S.R.L.,2023,Comert,1.0958,0.3887,0.6766,2.0938,11.5241,15.6286,48.3658,1.3562,0.0648,5.3657,
LEOLA-COM SRL,2023,Comert,2.8894,1.1383,0.3159,0.4617,-6.311,-14.3422,-20.9639,2.2726,0.5968,-9.0813,
CONDACIA SA,2023,Comert,1.2914,1.1512,0.7492,2.9867,4.4773,23.9644,95.5378,5.3524,0.2183,7.3883,
CONREC S.R.L.,2023,Comert,1.6552,1.1964,0.532,1.1366,6.1735,12.9665,27.7041,2.1003,0.3486,5.5621,
MINDO SA,2023,Comert,2.9034,1.6067,0.3383,0.5112,16.9366,27.2287,41.1484,1.6077,0.6439,17.0596,
SPICUL 2 SRL,2023,Comert,1.1572,0.5492,0.8313,4.9268,5.5147,11.6097,68.8081,2.1052,0.1306,3.2698,
TRANS-MATEI SRL,2023,Comert,2.1003,2.0549,0.3028,0.4343,8.7301,27.8246,39.9081,3.1872,0.3331,20.9691,
SAGROD SRL,2023,Comert,1.112,0.7331,0.7478,2.9658,5.5113,14.3487,56.9036,2.6035,0.0838,4.4562,
COSMI SRL,2023,Comert,0.7271,0.073,1.2822,-4.5437,-32.4771,-28.2396,100.0736,0.8695,-0.3498,-4.2692,
ELECTROCONSTRUCTIA ELCO SA,2023,Comert,2.3582,1.5032,0.3568,0.5548,4.8178,11.937,18.5595,2.4777,0.4846,7.7105,
LACTO-SOLOMONESCU SRL,2023,Comert,0.7953,0.5557,0.8344,5.0399,3.1125,12.3285,74.4637,3.9609,-0.1708,3.3045,
BERISTEANU IMPEX SRL,2023,Comert,0.0401,0.0179,3.2798,-1.4386,0.9867,9.5465,-4.1875,9.6756,-3.1484,1.1721,
ELA-GENERAL-COM SRL,2023,Comert,9.9242,5.1227,0.0428,0.0448,11.3882,15.956,16.6702,1.4011,0.3823,89.9376,
PRODALCOM SA,2023,Comert,0.9434,0.3151,0.8299,4.88,1.5051,3.0355,17.8488,2.0168,-0.047,0.8522,
NORDIC ROMAR SRL,2023,Comert,0.763,0.6383,1.1934,-6.1699,-6.4678,-13.8478,71.5921,2.141,-0.2828,-2.3207,
PALTINUL G.B. SRL,2023,Comert,1.4065,0.8543,0.4891,0.9578,1.6291,4.5597,8.929,2.7989,0.1988,2.1643,
RAP MAR SRL,2023,Comert,1.3251,0.6621,0.4994,1.305,7.3676,14.8858,38.9014,2.0204,0.1623,6.9308,
DOVANI SRL,2023,Comert,39.8378,39.8378,0.0251,0.0257,96.7074,97.4601,99.9695,1.0078,0.9749,200.0,
SIMI IMPEX SRL,2023,Comert,1.4598,0.5311,0.6778,2.1037,0.6533,0.857,2.6597,1.3117,0.3116,0.3192,
DUMAR SRL,2023,Comert,0.3059,0.3001,0.9335,14.0304,35.891,5.9198,88.9764,0.1649,-0.6479,1.3037,
D&D CONSTRUCT SRL,2023,Comert,1.3322,0.4073,0.7506,3.0098,7.4819,24.1537,96.8511,3.2283,0.2494,7.2094,
G.T. COMPANY SRL,2023,Comert,0.9439,0.0759,0.8664,6.4862,0.5729,0.3251,2.4335,0.5674,-0.0486,0.0891,
COLUMNA AG S.R.L.,2023,Comert,3.9109,0.6177,0.2391,0.3142,12.514,39.0776,51.356,3.1227,0.696,35.302,
ELTRANS SA,2023,Comert,1.1754,0.1168,0.848,5.581,16.9576,41.6119,273.849,2.4539,0.1487,10.0612,
URBAN SERV SA,2023,Comert,0.3823,0.2679,0.2977,0.4271,-13.3432,-2.9166,-4.185,0.2186,-0.1839,-1.9597,
LOCATIVA SA,2023,Comert,2.8766,0.9035,0.2806,0.3901,13.9444,22.0825,30.6962,1.5836,0.5266,18.7368,
I.C. AGROTEHNICA SRL,2023,Comert,1.9537,1.3735,0.5118,1.0485,-10.7398,-77.9459,-159.6744,7.2577,0.4882,-30.4569,
ARTSANA ROMÂNIA SRL,2023,Comert,0.4017,0.0038,2.4892,-1.6715,-0.9189,-3.3453,2.2464,3.6405,-1.4892,-0.2688,
ANCA FARM SRL,2023,Comert,1.0776,0.2439,0.7107,2.4566,0.2349,1.095,3.7851,4.6613,0.0551,0.3763,
BAZA DE APROVIZIONARE-DESFACERE B.A.D. SA,2023,Comert,0.1904,0.1531,5.0161,-1.249,-22.9311,-41.9559,10.4469,1.8297,-4.061,-1.6728,
ELSACO SOLUTIONS SRL,2023,Comert,0.1708,0.1302,0.5337,1.1448,-0.0847,-0.1029,-0.2207,1.214,-0.4426,0.0838,
BIG CONF SRL,2023,Comert,1.1372,0.6705,0.6037,1.5268,9.9597,10.2164,25.8387,1.0258,0.0829,3.9243,
IRINIK SRL,2023,Comert,1.5223,0.9114,0.4939,0.976,12.7945,50.5831,99.9541,3.9535,0.258,22.0593,
CASTILIO SRL,2023,Comert,2.292,2.2268,0.265,0.3619,23.2587,19.0214,25.9792,0.8178,0.3424,15.3103,
BELCO AVIA SRL,2023,Comert,3.1339,1.9191,0.3254,0.4824,3.6462,7.8122,11.5811,2.1426,0.6944,5.5625,
E-CABLAJE S.A.,2023,Comert,0.9755,0.8726,0.9146,10.713,2.2475,5.715,66.9395,2.5428,-0.0224,1.6661,
Firma_42029169,2023,Comert,0.9306,0.9306,1.0208,-49.1519,2.4928,8.1241,-391.189,3.259,-0.0708,1.5918,
TOMOROGA CONSTRUCT SRL,2023,Comert,3.714,1.9669,0.1886,0.2324,0.5392,4.3074,5.3084,7.9886,0.5118,5.3722,
ASIREX STAR SRL,2023,Comert,0.9731,0.152,0.5338,1.2723,1.7996,3.0457,7.2598,1.6924,-0.0144,1.3586,
OCOLUL SILVIC MAIERU RA,2023,Comert,3.1911,0.987,0.2696,0.3719,9.2317,23.5974,32.5512,2.5561,0.5908,20.7013,
IKON TRADING SRL,2023,Comert,1.1577,1.0134,0.3555,0.5516,9.7557,20.2675,31.4469,2.0775,0.0561,12.9839,
BCVO LOGISTICS SRL,2023,Comert,0.9137,0.5486,0.8502,5.6828,2.6575,2.766,18.4874,1.0408,-0.0734,0.788,
CAMPEADOR SRL,2023,Comert,1.3835,0.9659,0.4402,0.7865,8.2907,34.907,62.3601,4.2104,0.1688,18.2127,
RONTRANSMAR SRL,2023,Comert,5.7063,3.198,0.1254,0.1434,17.1721,10.3474,11.8308,0.6026,0.5901,18.2387,
MULTICAB ELECTRO SRL,2023,Comert,4.3969,3.1558,0.2202,0.2823,11.0127,14.3131,18.3539,1.2997,0.7479,14.2338,
INDUSTRIAL CONSTRUCT ARDEAL SRL,2023,Comert,33.4366,3.5237,0.0132,0.0133,29.1056,19.3928,19.6514,0.6663,0.4268,200.0,
STETTLER TECH SRL,2023,Comert,0.532,0.1099,0.6696,2.0365,8.6925,6.6141,20.1169,0.7609,-0.3133,2.377,
MONTANA FOREST SRL,2023,Comert,0.7122,0.5883,0.8951,8.5374,2.2844,0.8773,8.3674,0.384,-0.2576,0.2818,
AGRO-CARMOLACT SRL,2023,Comert,1.3079,1.1372,0.7206,2.5791,0.0872,0.1751,0.6266,2.0068,0.2219,0.1376,
AMICII BUILDING SRL,2023,Comert,0.7654,0.5917,1.2249,-5.4455,25.6277,61.1933,-272.0358,2.3878,-0.2873,10.3811,
BISTRI-VET SRL,2023,Comert,1.691,0.1582,0.4171,0.7157,4.4268,8.3171,14.2693,1.8788,0.2882,4.4032,
BISBAGS SRL,2023,Comert,2.4085,0.341,0.4152,0.71,24.3652,15.5118,26.5248,0.6366,0.5848,8.8948,
OCOLUL SILVIC COMUNAL TELCIU RA,2023,Comert,0.7093,0.1776,1.3719,-3.6889,-5.874,-7.8101,21.0004,1.3296,-0.3988,-1.1386,
OCOLUL SILVIC TIHUŢA-COLIBIŢA RA,2023,Comert,0.789,0.0603,0.4883,0.9544,1.7855,2.9439,5.7535,1.6487,-0.103,1.4398,
OCOLUL SILVIC COMUNAL ROMULI RA,2023,Comert,1.5098,0.8412,0.5004,1.0016,2.1458,5.4596,10.9278,2.5443,0.2551,2.4133,
OCOLUL SILVIC PLAIURILE HENIULUI RA,2023,Comert,4.0776,1.192,0.2313,0.3031,2.3111,4.689,6.1426,2.0289,0.712,4.94,
R.N.P. ROMSILVA -ADMINISTRATIA PARCULUI NATIONAL MUNTII RODNEI RA,2023,Comert,2.0416,0.8163,0.4178,0.7731,13.1318,18.9453,35.0583,1.4427,0.4351,10.2769,
REGIA AUTONOMA OCOLUL SILVIC VALEA ŞIEULUI RA,2023,Comert,3.1567,2.7483,0.3166,0.4632,23.3291,68.2721,99.8968,2.9265,0.6828,51.1525,
OCOLUL SILVIC AL MUNICIPIULUI BISTRITA RA,2023,Comert,1.2652,0.4002,0.7571,3.1161,21.1501,32.3587,133.1913,1.53,0.2008,10.2284,
MASTERFOAM SRL,2023,Comert,2.8059,1.6799,0.2867,0.4019,67.4061,0.6354,0.8907,0.0094,0.5177,0.4433,
ANVELO MITAL SRL,2023,Comert,1.2373,0.0507,0.8082,4.214,7.4607,8.1994,42.7511,1.099,0.1918,2.2974,
KUKI AGRO SRL,2023,Comert,1.0092,0.6864,0.727,2.6635,6.6541,11.371,41.6577,1.7089,0.0067,3.5986,
OLIMP IMPEX AND PARTNERS SRL,2023,Comert,1.1353,0.9892,0.8808,7.3891,3.2734,11.5039,96.5072,3.5143,0.1192,3.411,
COMPANIA DE CONSTRUCŢII REZIDENŢIALE AG SRL,2023,Comert,0.6794,0.6164,0.7461,2.9393,1.0602,4.5356,17.8669,4.2778,-0.2392,1.5055,
TEKNIA ORADEA S.R.L.,2023,Comert,6.7084,5.5652,0.0626,0.0668,32.4635,62.2211,66.3793,1.9167,0.3576,200.0,
CENTRUL MEDICAL SĂNĂTATEA PENTRU TOŢI SRL,2023,Comert,0.7969,0.2691,0.8329,4.9862,1.7104,2.8544,17.0867,1.6689,-0.1692,0.7356,
RESPIRĂ VERDE SRL,2023,Comert,0.8623,0.4485,0.7705,3.358,6.5325,16.3466,71.2388,2.5023,-0.1061,5.0412,
CHROM CONSTRUCŢII CIVILE ŞI EDILITARE S.R.L.,2023,Comert,1.4699,0.5484,0.4201,0.7291,8.1512,8.2908,14.3888,1.0171,0.1974,4.5665,
RACETEX SRL,2023,Comert,1.0344,0.3618,0.8251,4.7183,0.0408,0.0653,0.3735,1.5999,0.0284,0.0301,
INOVATIV LOGISTIC SRL,2023,Comert,0.7345,0.3849,1.1662,-7.0151,-10.3942,-10.2106,61.4177,0.9823,-0.3096,-1.6846,
TODOCERAM SRL,2023,Comert,2.4118,2.3586,0.2842,0.397,6.3372,49.4112,69.0286,7.797,0.4012,41.252,
LEKO CONSTRUCT SRL,2023,Comert,1.0041,0.9254,0.8858,25.6755,1.4715,4.8108,139.4378,3.2693,0.0036,1.2862,
STAR STONE S.A.,2023,Comert,2.3229,1.607,0.4033,0.697,6.5925,35.1429,60.7396,5.3308,0.5335,20.6577,
DIALAND SRL,2023,Comert,1.117,1.0401,0.8242,4.6893,0.52,0.962,5.473,1.8499,0.0964,0.2334,
ELTEX RECYCLING SRL,2023,Comert,0.5488,0.3733,0.93,13.2808,2.3274,2.0564,29.3672,0.8836,-0.4196,0.6097,
DSP MEDIACONS SRL,2023,Comert,1.1043,1.1043,0.9056,9.59,2.6599,7.3122,77.4356,2.7491,0.0944,1.7973,
SPINEX FARM SRL,2023,Comert,1.1462,0.5687,0.7246,2.6308,2.7948,6.7405,24.4736,2.4118,0.106,2.2621,
PRIMA KAPITAL PROJECT SRL,2023,Comert,0.9337,0.3793,0.9649,27.46,-3.3232,-6.4152,-182.5768,1.9304,-0.064,-1.3298,
ACNORD IND SRL,2023,Comert,0.7931,0.4456,1.249,-5.0163,-11.4684,-49.2502,197.8027,4.2944,-0.2584,-7.1987,
HUBNERS SRL,2023,Comert,1.1045,0.2237,0.6666,1.9994,3.1027,13.1492,39.4402,4.238,0.0696,4.5168,
IZBUCUL CĂRPINET SRL,2023,Comert,1.8069,0.4128,0.5212,1.0884,14.0639,35.6314,74.4129,2.5335,0.4205,15.567,
GRUPUL DE PRODUCATORI CARNE PASARE S.R.L.,2023,Comert,1.4517,0.9459,0.5226,1.1228,13.5557,16.2501,34.9122,1.1988,0.2361,7.0682,
DRAUBER SRL,2023,Comert,3.241,0.3686,0.1356,0.1569,7.5309,23.7453,27.4699,3.153,0.3038,37.044,
MOKA GSM SERVICE SRL,2023,Comert,1.7287,0.135,0.5502,1.223,11.7463,12.1363,26.9785,1.0332,0.4009,5.0481,
ECOCHIŞLAZ SRL,2023,Comert,1.2822,0.6698,0.418,0.7183,2.3516,12.9559,22.2621,5.5093,0.118,7.3793,
DRAKUPLAST S.R.L.,2023,Comert,1.3852,0.5625,0.6902,2.2283,8.1182,5.5592,17.947,0.6848,0.2659,1.8094,
FOX FLOORS S.R.L.,2023,Comert,12.8532,9.3927,0.0775,0.084,5.7976,5.3984,5.8516,0.9311,0.9182,19.6359,
GLETOS METAL S.R.L.,2023,Comert,1.6291,1.6236,0.5418,1.1826,1.5551,10.2507,22.3735,6.5918,0.3409,4.6125,
GLOBAL INDUSTRIAL SRL,2023,Comert,1.1674,1.1674,0.8566,5.9725,8.0987,14.696,102.4688,1.8146,0.1434,3.8543,
SAUQUI SRL,2023,Comert,2.231,1.1647,0.2756,0.3894,12.3204,11.0915,15.6747,0.9003,0.3392,9.3069,
TIBEA IMOB SRL,2023,Comert,3.0328,0.0438,0.3297,0.4919,4.9736,13.7597,20.5286,2.7665,0.6703,10.0238,
PREST SERV DIOSIG S.R.L.,2023,Comert,1.6004,1.3645,0.5848,1.421,10.7654,38.9254,94.5876,3.6158,0.3511,16.6718,
SFM TRANS SRL,2023,Comert,2.2996,1.0135,0.2148,0.2735,12.0759,10.3744,13.2118,0.8591,0.2791,11.3002,
PODNET CONSULTING SRL,2023,Comert,0.953,0.8429,1.0416,-25.0322,-70.1639,-12.9919,312.2231,0.1852,-0.0489,-2.4751,
SOLIS FARMA SRL,2023,Comert,2.2265,1.9045,0.3902,0.64,9.7705,11.3483,18.6112,1.1615,0.4786,6.7642,
MARVICON SRL,2023,Comert,1.38,1.1969,0.1778,0.2163,7.3186,10.9645,13.3363,1.4982,0.0676,14.4336,
OCOLUL SILVIC LĂZĂRENI RA,2023,Comert,0.6918,0.2321,0.8295,5.2843,0.4898,0.6801,4.3326,1.3885,-0.2557,0.2252,
DIVINGARDEN SRL,2023,Comert,1.4149,1.2313,0.7058,2.3986,7.5232,9.7193,33.0319,1.2919,0.2928,3.1307,
SALAAM FOODS SRL,2023,Comert,1.3607,0.8193,0.6128,1.5633,8.3332,4.9541,12.6382,0.5945,0.2211,1.9383,
PANKARPATHIA LOGISTICS SRL,2023,Comert,1.5567,0.8676,0.6129,1.5833,2.0101,5.3496,13.8194,2.6614,0.3412,2.1693,
RAVITEX BUS SRL,2023,Comert,1.2688,0.1858,0.7817,3.5798,1.4447,1.6179,7.4098,1.1199,0.2101,0.6261,
ADMINISTRAŢIA DOMENIULUI PUBLIC SÂNTANDREI SRL,2023,Comert,2.923,2.4659,0.2624,0.3557,13.6188,26.2413,35.5761,1.9269,0.5046,21.5741,
APĂ CANAL DERNA SRL,2023,Comert,1.1765,0.5055,0.85,5.6648,0.4312,0.6081,4.0526,1.41,0.15,0.156,
HANNING MOTORS ROMANIA SRL,2023,Comert,1.3549,0.7861,0.6158,1.603,3.4212,13.2138,34.3955,3.8624,0.2186,4.8747,
GRANUPLAST DIRECT SRL,2023,Comert,3.4939,1.1173,0.2728,0.3752,43.6302,47.2207,64.9393,1.0823,0.6805,35.4065,
SALUBRITATE DOBREŞTI SRL,2023,Comert,1.278,1.122,0.6832,2.1564,5.6713,12.4541,39.3104,2.196,0.1899,4.336,
PRESIDENT PREMIUM MEDCENTER S.A.,2023,Comert,7.0645,2.3346,0.1288,0.1479,27.3604,23.9887,27.5356,0.8768,0.7812,41.2047,
SOGEFI SUSPENSIONS EASTERN EUROPE S.R.L.,2023,Comert,1.6589,0.9329,0.4982,0.993,9.7475,13.1137,26.1353,1.3453,0.3283,5.9441,
RES ENERGY SOLUTIONS S.A.,2023,Comert,0.4606,0.4117,0.6419,1.7927,6.6048,4.2526,11.8763,0.6439,-0.3462,1.4794,
SFC SOLUTIONS CLIMATE ROMANIA S.R.L.,2023,Comert,2.7767,1.0942,0.3213,3.9668,6.35,11.3181,139.7498,1.7824,0.5708,8.1557,
