an,judet,oras_tip,sex,profil,nota_romana,nota_matematica,nota_istorie,nota_specialitate,nota_lb_moderna,medie_generala,promovat,sesiune,tip_scoala
2020,Bistrita-Nasaud,Urban,F,Uman,6.38,,8.43,7.02,6.51,7.17,1,vara,Liceu teoretic
2020,Alba,Urban,F,Real,5.67,8.3,,6.59,6.19,6.76,1,vara,Liceu teoretic
2020,Hunedoara,Urban,M,Uman,5.47,,6.83,6.64,5.68,6.22,1,toamna,Liceu tehnic
2020,Valcea,Rural,F,Real,4.45,,,4.67,5.9,0.0,0,toamna,Liceu tehnic
2020,Satu Mare,Rural,F,Real,6.3,8.02,,7.07,4.94,6.82,1,toamna,Colegiu national
2020,Constanta,Urban,F,Uman,7.54,,6.19,6.65,8.37,7.02,1,vara,Grup scolar
2020,Mehedinti,Rural,M,Real,6.73,6.89,,6.18,6.03,6.52,1,toamna,Liceu tehnic
2020,Mures,Urban,M,Tehnologic,6.91,8.13,,6.91,7.51,7.34,1,vara,Colegiu national
2020,Bucuresti,Urban,F,Real,7.71,9.76,,10.0,8.19,9.02,1,vara,Colegiu national
2020,Vaslui,Urban,M,Pedagogic,9.85,,8.24,5.28,,7.79,1,vara,Liceu tehnic
2020,Hunedoara,Urban,M,Real,7.86,8.43,,7.98,8.13,8.1,1,vara,Liceu teoretic
2020,Timis,Urban,F,Uman,8.04,,5.45,5.69,5.95,6.33,1,vara,Liceu tehnic
2020,Bucuresti,Urban,F,Tehnologic,6.47,6.97,,6.83,6.31,6.69,1,toamna,Liceu tehnic
2020,Buzau,Rural,M,Real,6.91,5.69,,6.79,7.44,6.6,1,vara,Liceu tehnic
2020,Maramures,Rural,M,Tehnologic,6.33,,,7.15,7.18,0.0,0,vara,Liceu teoretic
2020,Brasov,Urban,F,Tehnologic,8.08,10.0,,8.43,7.85,8.7,1,vara,Colegiu national
2020,Bacau,Urban,F,Tehnologic,7.17,8.67,,6.68,4.13,7.02,1,toamna,Colegiu national
2020,Gorj,Urban,M,Uman,7.29,,7.45,,,0.0,0,vara,Liceu tehnic
2020,Gorj,Urban,F,Tehnologic,6.26,9.44,,5.54,,7.08,1,toamna,Liceu teoretic
2020,Neamt,Urban,M,Tehnologic,9.07,7.73,,8.09,8.95,8.39,1,vara,Colegiu national
2020,Cluj,Urban,F,Uman,7.06,,5.19,4.99,5.51,5.71,0,vara,Grup scolar
2020,Arges,Rural,F,Tehnologic,8.5,7.03,,6.4,8.41,7.47,1,vara,Colegiu national
2020,Giurgiu,Urban,F,Real,5.92,9.97,,8.44,5.75,7.77,1,vara,Liceu teoretic
2020,Suceava,Urban,F,Real,5.57,7.62,,6.5,7.25,6.66,1,toamna,Liceu tehnic
2020,Vaslui,Urban,F,Uman,5.06,,6.47,8.2,6.0,6.49,1,vara,Grup scolar
2020,Bihor,Urban,M,Real,8.25,9.03,,7.06,7.91,8.08,1,vara,Colegiu national
2020,Harghita,Rural,M,Uman,8.72,,4.48,,4.61,0.0,0,vara,Liceu teoretic
2020,Arad,Rural,F,Uman,6.8,,6.19,6.11,6.68,6.41,1,vara,Colegiu national
2020,Iasi,Urban,F,Uman,8.6,,6.42,4.45,6.39,6.48,0,vara,Liceu tehnic
2020,Vaslui,Rural,F,Real,6.37,5.07,,6.13,7.37,6.07,1,vara,Liceu tehnic
2020,Ialomita,Rural,F,Pedagogic,,,5.76,6.15,6.21,0.0,0,toamna,Liceu tehnic
2020,Bihor,Rural,M,Real,8.48,9.53,,10.0,8.63,9.24,1,toamna,Colegiu national
2020,Dambovita,Urban,F,Pedagogic,3.65,,8.78,6.38,8.93,6.65,0,toamna,Liceu teoretic
2020,Covasna,Rural,F,Uman,5.09,,3.88,6.36,4.5,5.02,0,vara,Liceu tehnic
2020,Cluj,Rural,F,Tehnologic,6.88,8.46,,5.44,5.83,6.77,1,vara,Colegiu national
2020,Caras-Severin,Urban,F,Real,8.9,7.88,,6.25,,7.68,1,vara,Colegiu national
2020,Dambovita,Urban,M,Uman,5.44,,8.3,,8.68,0.0,0,vara,Liceu teoretic
2020,Drobeta-Tr. Severin,Urban,F,Sportiv,8.24,,5.54,3.83,7.5,6.1,0,vara,Liceu tehnic
2020,Iasi,Urban,M,Tehnologic,5.89,4.83,,4.62,7.4,5.44,0,vara,Liceu teoretic
2020,Timis,Rural,F,Tehnologic,9.37,6.76,,6.66,4.23,7.12,1,toamna,Liceu tehnic
2020,Vaslui,Urban,F,Real,6.51,5.09,,7.29,6.58,6.34,1,vara,Liceu teoretic
2020,Bacau,Urban,M,Tehnologic,6.76,6.56,,5.66,6.94,6.41,1,toamna,Liceu teoretic
2020,Gorj,Urban,F,Uman,7.4,,6.46,7.07,3.82,6.53,1,vara,Liceu tehnic
2020,Caras-Severin,Urban,M,Uman,6.93,,8.13,6.58,6.63,7.13,1,vara,Grup scolar
2020,Salaj,Urban,F,Real,7.3,3.89,,,4.68,0.0,0,toamna,Grup scolar
2020,Neamt,Urban,M,Uman,5.84,,6.21,6.42,8.04,6.43,1,vara,Liceu tehnic
2020,Bacau,Rural,F,Uman,7.98,,6.16,7.9,7.58,7.38,1,vara,Liceu tehnic
2020,Constanta,Rural,M,Tehnologic,,8.0,,4.93,7.61,0.0,0,toamna,Liceu teoretic
2020,Caras-Severin,Rural,F,Pedagogic,8.04,,7.43,6.73,,7.4,1,vara,Liceu teoretic
2020,Bacau,Urban,F,Uman,,,6.15,4.79,6.62,0.0,0,toamna,Colegiu national
2020,Ilfov,Rural,M,Sportiv,8.25,,6.62,6.41,6.04,6.94,1,vara,Grup scolar
2020,Arges,Rural,F,Tehnologic,4.19,7.93,,6.04,4.32,5.81,0,toamna,Grup scolar
2020,Teleorman,Rural,F,Uman,9.3,,6.37,,4.32,0.0,0,vara,Grup scolar
2020,Timis,Rural,F,Real,,6.51,,6.96,5.51,0.0,0,vara,Grup scolar
2020,Valcea,Rural,M,Real,5.52,8.09,,5.79,,6.47,1,vara,Liceu teoretic
2020,Bacau,Urban,F,Real,4.88,6.81,,5.06,7.43,5.85,0,vara,Grup scolar
2020,Ilfov,Rural,M,Pedagogic,4.96,,5.75,6.72,6.0,5.84,0,vara,Liceu tehnic
2020,Tulcea,Urban,F,Real,5.31,,,8.74,7.33,0.0,0,toamna,Grup scolar
2020,Vrancea,Urban,M,Real,6.74,,,7.33,7.52,0.0,0,toamna,Liceu tehnic
2020,Vrancea,Urban,M,Real,7.97,7.24,,5.67,4.99,6.68,1,vara,Liceu tehnic
2020,Caras-Severin,Urban,M,Real,7.27,7.84,,7.03,6.83,7.3,1,vara,Liceu teoretic
2020,Caras-Severin,Urban,F,Real,6.53,8.74,,6.96,4.11,6.94,1,vara,Liceu teoretic
2020,Timis,Rural,F,Real,6.82,8.19,,7.5,,7.5,1,vara,Colegiu national
2020,Timis,Urban,F,Sportiv,7.15,,7.49,6.91,,7.18,1,vara,Grup scolar
2020,Giurgiu,Rural,F,Real,7.72,6.67,,7.96,7.17,7.41,1,vara,Liceu teoretic
2020,Ilfov,Rural,F,Real,7.28,7.73,,6.35,6.69,7.06,1,toamna,Liceu teoretic
2020,Timis,Rural,F,Sportiv,7.21,,6.12,5.49,5.65,6.18,1,vara,Liceu teoretic
2020,Calarasi,Urban,F,Uman,9.39,,7.89,6.17,8.86,7.97,1,vara,Liceu teoretic
2020,Mures,Urban,F,Real,7.12,7.12,,7.7,6.82,7.24,1,toamna,Liceu teoretic
2020,Constanta,Urban,F,Real,6.05,5.71,,8.29,6.38,6.64,1,vara,Liceu teoretic
2020,Iasi,Urban,F,Real,7.38,8.36,,5.92,3.87,6.74,1,vara,Liceu teoretic
2020,Vrancea,Urban,F,Uman,4.54,,5.84,5.27,8.05,5.62,0,vara,Grup scolar
2020,Vrancea,Rural,F,Real,5.7,5.36,,6.57,7.71,6.14,1,vara,Grup scolar
2020,Tulcea,Rural,M,Uman,5.67,,7.3,6.14,6.58,6.4,1,vara,Liceu teoretic
2020,Ilfov,Rural,M,Tehnologic,7.22,8.32,,,6.68,0.0,0,vara,Grup scolar
2020,Buzau,Urban,F,Real,5.43,8.78,,7.34,7.35,7.21,1,vara,Liceu teoretic
2020,Constanta,Urban,M,Uman,9.69,,6.37,8.07,7.65,7.99,1,vara,Colegiu national
2020,Bihor,Rural,F,Sportiv,7.27,,6.51,8.59,5.67,7.2,1,vara,Colegiu national
2020,Harghita,Urban,F,Tehnologic,6.51,5.69,,5.85,,6.02,1,toamna,Liceu teoretic
2020,Caras-Severin,Urban,F,Tehnologic,8.15,7.08,,7.48,6.8,7.46,1,vara,Liceu teoretic
2020,Mures,Urban,F,Uman,6.1,,6.44,5.14,6.25,5.94,0,vara,Grup scolar
2020,Botosani,Urban,M,Uman,5.3,,7.34,6.0,9.06,6.62,1,vara,Liceu teoretic
2020,Drobeta-Tr. Severin,Urban,F,Uman,5.62,,6.4,5.22,7.61,6.01,1,vara,Liceu teoretic
2020,Olt,Urban,F,Tehnologic,5.62,5.83,,6.13,6.25,5.92,0,vara,Grup scolar
2020,Bucuresti,Rural,M,Uman,5.5,,6.23,7.82,6.64,6.53,1,toamna,Liceu teoretic
2020,Giurgiu,Rural,M,Tehnologic,6.15,5.06,,5.56,5.94,5.64,0,vara,Liceu tehnic
2020,Sibiu,Rural,M,Sportiv,5.6,,5.73,7.96,6.87,6.49,1,vara,Grup scolar
2020,Botosani,Rural,F,Tehnologic,,7.83,,6.65,5.91,0.0,0,vara,Grup scolar
2020,Neamt,Rural,M,Tehnologic,6.09,5.85,,4.88,,5.61,0,vara,Grup scolar
2020,Bacau,Rural,M,Uman,5.71,,5.85,5.71,6.32,5.84,0,vara,Liceu tehnic
2020,Neamt,Urban,M,Real,7.77,7.36,,7.43,6.49,7.37,1,vara,Liceu teoretic
2020,Neamt,Urban,F,Uman,8.24,,8.65,7.42,8.15,8.11,1,toamna,Colegiu national
2020,Neamt,Rural,F,Uman,8.9,,7.22,6.12,9.44,7.7,1,vara,Colegiu national
2020,Drobeta-Tr. Severin,Rural,F,Real,5.84,4.55,,6.8,6.47,5.84,0,vara,Liceu tehnic
2020,Bucuresti,Urban,F,Uman,7.88,,5.62,8.03,4.8,6.84,1,vara,Grup scolar
2020,Buzau,Urban,M,Pedagogic,4.63,,5.78,6.93,6.13,5.83,0,toamna,Grup scolar
2020,Constanta,Rural,F,Sportiv,5.63,,7.09,8.24,6.14,6.87,1,vara,Colegiu national
2020,Suceava,Rural,M,Pedagogic,7.49,,7.11,6.56,7.74,7.15,1,toamna,Liceu teoretic
2020,Hunedoara,Urban,M,Real,7.01,7.05,,7.89,5.11,7.0,1,toamna,Liceu teoretic
2020,Calarasi,Rural,M,Real,5.58,4.35,,6.36,5.33,5.42,0,vara,Liceu tehnic
2020,Calarasi,Urban,M,Uman,6.52,,4.48,7.05,6.54,6.09,0,vara,Liceu teoretic
2020,Salaj,Urban,M,Real,5.46,,,7.41,5.49,0.0,0,vara,Liceu teoretic
2020,Ilfov,Urban,F,Tehnologic,,7.78,,7.71,,0.0,0,vara,Colegiu national
2020,Bistrita-Nasaud,Rural,M,Real,6.63,6.17,,6.6,7.1,6.56,1,vara,Colegiu national
2020,Teleorman,Urban,F,Uman,9.88,,7.91,7.94,8.11,8.51,1,toamna,Colegiu national
2020,Covasna,Urban,F,Real,7.42,9.82,,7.56,6.84,8.06,1,vara,Liceu teoretic
2020,Vrancea,Urban,F,Uman,7.02,,7.99,6.79,5.75,7.05,1,toamna,Liceu teoretic
2020,Tulcea,Urban,F,Tehnologic,6.26,7.99,,,7.49,0.0,0,vara,Liceu teoretic
2020,Galati,Urban,F,Pedagogic,5.73,,5.52,6.52,7.95,6.21,1,vara,Colegiu national
2020,Vaslui,Urban,M,Sportiv,6.26,,4.86,7.07,7.19,6.22,0,toamna,Liceu tehnic
2020,Hunedoara,Urban,F,Uman,,,7.67,7.43,6.14,0.0,0,toamna,Liceu tehnic
2020,Suceava,Urban,M,Pedagogic,6.42,,7.49,5.69,9.56,6.97,1,vara,Liceu teoretic
2020,Cluj,Rural,M,Uman,7.69,,6.6,5.34,7.52,6.68,1,toamna,Liceu teoretic
2020,Olt,Urban,M,Tehnologic,5.28,5.39,,8.64,5.34,6.28,1,vara,Grup scolar
2020,Teleorman,Rural,M,Pedagogic,6.24,,6.92,3.87,4.39,5.49,0,vara,Liceu teoretic
2020,Ilfov,Rural,F,Real,6.44,6.72,,8.04,7.02,7.06,1,vara,Colegiu national
2020,Bucuresti,Urban,M,Sportiv,4.09,,9.09,8.3,6.78,7.11,0,toamna,Liceu teoretic
2020,Drobeta-Tr. Severin,Urban,F,Uman,4.76,,6.45,6.85,,6.02,0,vara,Liceu teoretic
2020,Satu Mare,Urban,F,Uman,6.73,,8.82,6.72,7.99,7.5,1,vara,Liceu teoretic
2020,Vaslui,Rural,F,Uman,4.98,,6.45,,4.74,0.0,0,vara,Grup scolar
2020,Prahova,Urban,F,Tehnologic,6.0,6.6,,6.37,6.53,6.35,1,vara,Liceu teoretic
2020,Bacau,Urban,M,Tehnologic,6.99,7.14,,7.1,,7.08,1,vara,Grup scolar
2020,Valcea,Rural,F,Tehnologic,5.15,6.16,,7.26,,6.19,1,vara,Grup scolar
2020,Galati,Rural,F,Real,4.27,6.75,,9.98,7.23,7.03,0,toamna,Colegiu national
2020,Botosani,Urban,F,Real,4.47,6.78,,6.05,6.76,5.91,0,toamna,Liceu tehnic
2020,Sibiu,Rural,F,Tehnologic,9.3,7.48,,6.44,3.52,7.14,1,vara,Grup scolar
2020,Ilfov,Urban,F,Real,8.72,5.34,,9.12,7.23,7.66,1,vara,Liceu tehnic
2020,Hunedoara,Urban,F,Real,7.77,7.35,,6.81,,7.31,1,toamna,Liceu tehnic
2020,Salaj,Urban,M,Real,9.12,6.32,,6.57,7.19,7.32,1,toamna,Liceu tehnic
2020,Botosani,Urban,F,Real,7.07,5.96,,7.34,5.08,6.55,1,vara,Liceu teoretic
2020,Caras-Severin,Rural,F,Uman,6.77,,6.85,5.34,4.93,6.12,1,vara,Liceu teoretic
2020,Brasov,Urban,M,Real,,9.65,,6.5,,0.0,0,toamna,Grup scolar
2020,Cluj,Urban,F,Pedagogic,8.2,,6.04,8.88,9.13,7.91,1,vara,Colegiu national
2020,Prahova,Rural,M,Tehnologic,8.97,,,6.17,6.66,0.0,0,toamna,Liceu tehnic
2020,Valcea,Urban,F,Tehnologic,4.65,6.35,,7.79,4.59,6.02,0,toamna,Liceu tehnic
2020,Salaj,Rural,F,Uman,5.53,,5.15,3.47,6.57,4.98,0,vara,Grup scolar
2020,Drobeta-Tr. Severin,Urban,F,Tehnologic,6.57,6.55,,8.8,6.47,7.19,1,toamna,Liceu tehnic
2020,Covasna,Urban,F,Uman,6.43,,6.14,3.14,6.61,5.43,0,vara,Liceu tehnic
2020,Bucuresti,Urban,F,Real,7.25,6.62,,7.33,6.43,6.98,1,vara,Liceu tehnic
2020,Ialomita,Urban,M,Real,7.45,8.8,,9.74,5.33,8.19,1,vara,Liceu teoretic
2020,Gorj,Urban,M,Tehnologic,6.38,5.71,,5.11,6.72,5.87,0,vara,Liceu teoretic
2020,Drobeta-Tr. Severin,Urban,F,Real,4.91,6.61,,6.76,5.33,5.98,0,vara,Grup scolar
2020,Constanta,Urban,M,Real,6.35,6.11,,5.95,5.54,6.05,1,vara,Grup scolar
2020,Galati,Urban,F,Uman,6.83,,6.89,6.61,6.83,6.78,1,vara,Liceu tehnic
2020,Cluj,Urban,M,Tehnologic,8.41,7.74,,5.2,6.89,7.08,1,vara,Liceu tehnic
2020,Dambovita,Urban,F,Tehnologic,,6.22,,5.2,7.3,0.0,0,toamna,Grup scolar
2020,Arad,Urban,M,Pedagogic,6.25,,6.7,8.56,7.31,7.19,1,vara,Colegiu national
2020,Salaj,Urban,M,Real,6.02,7.1,,,5.76,0.0,0,toamna,Liceu teoretic
2020,Ilfov,Urban,M,Sportiv,6.34,,5.75,7.66,7.12,6.66,1,vara,Liceu tehnic
2020,Harghita,Urban,M,Tehnologic,6.11,6.89,,3.24,5.27,5.39,0,vara,Liceu teoretic
2020,Giurgiu,Rural,M,Real,,,,3.51,6.92,0.0,0,vara,Grup scolar
2020,Mures,Rural,F,Tehnologic,7.56,9.46,,,7.33,0.0,0,vara,Colegiu national
2020,Drobeta-Tr. Severin,Urban,M,Uman,8.55,,8.01,5.63,6.66,7.29,1,vara,Liceu teoretic
2020,Mures,Rural,M,Real,5.09,5.18,,5.61,5.92,5.38,0,vara,Grup scolar
2020,Vrancea,Rural,F,Real,6.33,5.97,,7.15,7.35,6.61,1,vara,Grup scolar
2020,Maramures,Urban,M,Uman,5.48,,6.85,8.11,,6.81,1,vara,Liceu teoretic
2020,Sibiu,Urban,F,Uman,9.64,,5.3,6.99,7.46,7.33,1,vara,Colegiu national
2020,Mures,Urban,F,Sportiv,6.95,,7.04,7.89,7.09,7.26,1,vara,Colegiu national
2020,Bistrita-Nasaud,Rural,F,Real,6.5,6.09,,,7.73,0.0,0,vara,Colegiu national
2020,Teleorman,Urban,F,Uman,8.83,,7.97,5.38,7.74,7.44,1,vara,Colegiu national
2020,Iasi,Urban,M,Real,4.54,8.42,,5.62,6.19,6.19,0,vara,Liceu tehnic
2020,Gorj,Rural,F,Uman,7.83,,5.91,7.27,7.2,7.03,1,toamna,Grup scolar
2020,Olt,Urban,F,Pedagogic,3.59,,4.05,4.15,6.25,4.26,0,vara,Liceu tehnic
2020,Vaslui,Rural,F,Uman,5.76,,7.22,5.53,,6.17,1,vara,Liceu teoretic
2020,Dambovita,Rural,M,Uman,8.03,,6.54,7.05,6.41,7.09,1,vara,Liceu teoretic
2020,Constanta,Rural,M,Tehnologic,6.6,6.0,,6.87,4.35,6.18,1,vara,Liceu teoretic
2020,Bistrita-Nasaud,Urban,F,Real,4.72,9.88,,5.07,7.03,6.62,0,toamna,Liceu tehnic
2020,Caras-Severin,Urban,M,Pedagogic,5.92,,6.5,5.58,6.3,6.04,1,vara,Liceu teoretic
2020,Maramures,Rural,M,Uman,6.66,,7.06,6.29,7.02,6.72,1,vara,Grup scolar
2020,Timis,Urban,M,Tehnologic,5.67,5.31,,6.34,7.54,6.03,1,vara,Grup scolar
2020,Bihor,Urban,F,Tehnologic,6.14,6.07,,7.23,4.94,6.26,1,vara,Grup scolar
2020,Covasna,Urban,F,Tehnologic,7.19,5.28,,6.32,6.18,6.25,1,toamna,Grup scolar
2020,Timis,Rural,F,Tehnologic,7.49,7.47,,6.12,6.7,6.98,1,vara,Liceu teoretic
2020,Dambovita,Rural,F,Tehnologic,7.02,8.39,,6.6,8.06,7.44,1,vara,Liceu tehnic
2020,Drobeta-Tr. Severin,Rural,M,Real,5.44,6.49,,6.42,5.24,5.99,0,vara,Liceu teoretic
2020,Satu Mare,Rural,M,Uman,7.02,,8.08,,6.57,0.0,0,vara,Liceu teoretic
2020,Sibiu,Urban,M,Sportiv,5.17,,6.72,6.74,7.66,6.42,1,vara,Grup scolar
2020,Ialomita,Urban,F,Real,8.72,8.26,,8.06,9.93,8.57,1,vara,Colegiu national
2020,Sibiu,Urban,F,Uman,7.41,,9.12,6.12,7.32,7.52,1,vara,Liceu teoretic
2020,Botosani,Rural,M,Real,7.76,7.74,,,9.9,0.0,0,vara,Liceu teoretic
2020,Constanta,Rural,F,Uman,6.75,,7.51,4.85,6.56,6.4,0,vara,Liceu tehnic
2020,Neamt,Urban,F,Tehnologic,5.2,8.09,,7.06,6.99,6.81,1,vara,Liceu teoretic
2020,Ialomita,Urban,F,Tehnologic,5.92,8.31,,4.26,5.62,6.09,0,vara,Liceu teoretic
2020,Covasna,Urban,M,Uman,7.72,,8.04,8.37,7.91,8.02,1,vara,Colegiu national
2020,Cluj,Rural,M,Sportiv,5.87,,5.35,5.81,5.42,5.64,0,toamna,Grup scolar
2020,Galati,Urban,M,Tehnologic,4.31,6.36,,7.49,7.66,6.28,0,vara,Grup scolar
2020,Mures,Rural,M,Real,6.48,8.54,,7.67,6.57,7.42,1,vara,Liceu tehnic
2020,Harghita,Urban,F,Uman,7.67,,5.18,6.49,6.72,6.49,1,vara,Liceu teoretic
2020,Arad,Urban,M,Pedagogic,7.72,,5.98,5.92,8.19,6.78,1,vara,Grup scolar
2020,Tulcea,Urban,F,Real,8.28,9.31,,7.61,,8.4,1,toamna,Colegiu national
2020,Cluj,Rural,M,Uman,8.12,,5.98,5.18,5.77,6.33,1,vara,Liceu tehnic
2020,Suceava,Rural,M,Real,6.72,6.41,,5.29,6.73,6.22,1,vara,Grup scolar
2020,Timis,Rural,F,Real,6.86,6.21,,4.96,6.63,6.1,0,toamna,Liceu tehnic
2020,Drobeta-Tr. Severin,Rural,F,Pedagogic,6.16,,5.38,5.37,6.62,5.78,0,vara,Liceu teoretic
2020,Covasna,Urban,M,Tehnologic,6.02,7.9,,4.93,4.33,6.0,0,vara,Grup scolar
2020,Sibiu,Urban,F,Real,7.68,6.36,,5.91,6.24,6.59,1,vara,Liceu tehnic
2020,Dolj,Rural,M,Tehnologic,8.23,6.83,,5.47,7.38,6.92,1,vara,Colegiu national
2020,Cluj,Urban,F,Real,8.59,7.37,,8.94,6.38,8.03,1,vara,Liceu tehnic
2020,Harghita,Urban,M,Uman,5.21,,6.3,7.78,7.72,6.61,1,toamna,Liceu teoretic
2020,Vaslui,Rural,M,Tehnologic,5.55,8.35,,5.55,4.77,6.24,1,vara,Liceu teoretic
2020,Gorj,Urban,F,Uman,6.67,,7.47,9.06,6.1,7.5,1,vara,Liceu teoretic
2020,Ilfov,Urban,F,Pedagogic,7.58,,6.47,5.87,7.14,6.71,1,toamna,Liceu teoretic
2020,Bacau,Urban,M,Tehnologic,6.59,6.99,,5.45,5.12,6.17,1,vara,Liceu teoretic
2020,Botosani,Rural,F,Uman,4.9,,7.06,3.99,6.25,5.45,0,vara,Liceu tehnic
2020,Buzau,Rural,M,Pedagogic,5.35,,6.89,6.63,5.91,6.24,1,vara,Grup scolar
2020,Covasna,Urban,F,Real,7.68,5.29,,6.47,5.55,6.35,1,vara,Grup scolar
2020,Ilfov,Rural,F,Uman,6.87,,5.95,6.71,5.35,6.34,1,vara,Liceu teoretic
2020,Dambovita,Urban,M,Tehnologic,4.9,5.17,,6.12,3.4,5.11,0,vara,Grup scolar
2020,Vaslui,Rural,F,Tehnologic,5.12,7.6,,5.9,5.92,6.17,1,vara,Liceu tehnic
2020,Salaj,Urban,F,Uman,7.66,,6.62,9.06,9.23,7.99,1,vara,Colegiu national
2020,Dolj,Rural,M,Pedagogic,6.7,,6.3,4.5,6.07,5.87,0,vara,Liceu teoretic
2020,Timis,Rural,M,Uman,5.42,,6.4,4.92,,5.58,0,vara,Liceu tehnic
2020,Dambovita,Urban,F,Uman,6.26,,5.93,7.7,4.34,6.3,1,vara,Grup scolar
2020,Salaj,Rural,F,Sportiv,5.78,,6.59,7.23,7.57,6.68,1,vara,Liceu tehnic
2020,Mures,Urban,M,Tehnologic,5.41,5.44,,5.96,,5.6,0,vara,Liceu teoretic
2020,Drobeta-Tr. Severin,Rural,M,Uman,7.56,,5.57,,9.07,0.0,0,vara,Liceu teoretic
2020,Caras-Severin,Urban,M,Pedagogic,7.58,,7.09,8.73,6.46,7.61,1,toamna,Liceu teoretic
2020,Calarasi,Rural,M,Tehnologic,7.56,7.45,,7.67,7.2,7.51,1,vara,Colegiu national
2020,Teleorman,Urban,M,Tehnologic,5.37,7.26,,3.81,4.29,5.31,0,vara,Grup scolar
2020,Arad,Urban,F,Tehnologic,8.65,7.23,,6.94,6.27,7.42,1,toamna,Colegiu national
2020,Drobeta-Tr. Severin,Rural,M,Tehnologic,6.12,5.39,,5.37,4.07,5.4,0,vara,Grup scolar
2020,Timis,Rural,M,Uman,6.7,,5.85,7.84,6.64,6.77,1,vara,Grup scolar
2020,Satu Mare,Rural,F,Uman,5.32,,7.07,,8.33,0.0,0,vara,Liceu teoretic
2020,Braila,Rural,M,Pedagogic,6.75,,7.67,5.2,6.87,6.59,1,vara,Liceu teoretic
2020,Covasna,Urban,F,Uman,7.27,,7.26,6.73,6.35,6.98,1,toamna,Liceu tehnic
2020,Mehedinti,Rural,M,Real,6.1,6.24,,6.8,5.77,6.29,1,vara,Liceu teoretic
2020,Brasov,Rural,F,Uman,5.73,,7.04,7.38,7.67,6.85,1,vara,Colegiu national
2020,Suceava,Urban,F,Real,5.15,7.31,,8.1,5.79,6.7,1,vara,Liceu teoretic
2020,Tulcea,Rural,M,Tehnologic,,3.28,,4.87,5.91,0.0,0,toamna,Liceu tehnic
2020,Brasov,Rural,F,Real,6.57,6.87,,4.79,6.69,6.16,0,vara,Liceu tehnic
2020,Vrancea,Rural,F,Real,5.3,7.51,,6.63,,6.48,1,vara,Liceu tehnic
2020,Galati,Urban,M,Sportiv,5.64,,6.68,7.4,8.46,6.84,1,vara,Colegiu national
2020,Bacau,Rural,F,Tehnologic,4.97,6.74,,6.85,4.9,6.0,0,toamna,Grup scolar
2020,Maramures,Rural,F,Uman,5.18,,5.57,,5.61,0.0,0,vara,Liceu teoretic
2020,Cluj,Urban,F,Real,5.87,9.4,,10.0,6.16,8.1,1,toamna,Colegiu national
2020,Timis,Rural,M,Tehnologic,7.33,8.16,,7.38,5.71,7.35,1,vara,Liceu teoretic
2020,Gorj,Urban,M,Sportiv,7.19,,6.47,6.97,4.38,6.52,1,vara,Liceu teoretic
2020,Ilfov,Urban,F,Uman,6.05,,9.19,,6.0,0.0,0,toamna,Liceu teoretic
2020,Hunedoara,Urban,M,Uman,6.73,,6.25,5.33,5.81,6.06,1,toamna,Liceu tehnic
2020,Neamt,Urban,F,Real,5.8,6.72,,7.5,5.5,6.51,1,vara,Liceu tehnic
2020,Olt,Urban,F,Uman,5.19,,4.54,5.58,6.11,5.25,0,vara,Liceu teoretic
2020,Olt,Urban,F,Uman,7.31,,6.5,6.72,5.45,6.64,1,vara,Liceu tehnic
2020,Dambovita,Urban,F,Tehnologic,6.56,7.64,,5.84,8.36,6.92,1,vara,Liceu teoretic
2020,Vrancea,Urban,F,Uman,5.1,,6.35,7.4,7.43,6.45,1,toamna,Colegiu national
2020,Valcea,Urban,F,Tehnologic,6.91,5.95,,8.58,5.09,6.85,1,vara,Colegiu national
2020,Botosani,Rural,M,Real,6.26,,,4.27,5.77,0.0,0,vara,Colegiu national
2020,Dolj,Rural,M,Real,,5.22,,7.21,8.56,0.0,0,vara,Liceu tehnic
2020,Ialomita,Urban,F,Real,7.71,7.07,,7.21,9.92,7.7,1,vara,Colegiu national
2020,Giurgiu,Rural,M,Uman,6.9,,6.49,6.35,6.16,6.52,1,vara,Liceu teoretic
2020,Tulcea,Rural,M,Real,5.48,6.19,,5.52,4.61,5.57,0,vara,Liceu teoretic
2020,Maramures,Rural,F,Sportiv,5.87,,7.34,7.34,5.12,6.6,1,toamna,Colegiu national
2020,Arad,Urban,F,Tehnologic,7.2,8.28,,7.86,5.22,7.41,1,vara,Colegiu national
2020,Alba,Urban,F,Tehnologic,6.91,8.0,,5.72,,6.88,1,vara,Grup scolar
2020,Salaj,Rural,M,Tehnologic,3.77,5.62,,5.72,3.63,4.84,0,vara,Grup scolar
2020,Maramures,Urban,F,Real,6.72,7.52,,,3.23,0.0,0,vara,Grup scolar
2020,Teleorman,Urban,F,Pedagogic,5.16,,9.0,4.99,4.23,6.08,0,vara,Grup scolar
2020,Bistrita-Nasaud,Urban,F,Sportiv,8.5,,8.05,8.01,7.42,8.08,1,vara,Colegiu national
2020,Timis,Urban,M,Real,8.52,9.07,,5.72,7.68,7.76,1,vara,Liceu teoretic
2020,Maramures,Rural,M,Sportiv,7.11,,6.35,,6.1,0.0,0,vara,Liceu teoretic
2020,Dambovita,Rural,M,Uman,4.56,,,4.5,6.77,0.0,0,vara,Grup scolar
