company_name,year,sector,current_ratio,quick_ratio,debt_ratio,debt_to_equity,net_profit_margin,return_on_assets,return_on_equity,asset_turnover,working_capital_ratio,interest_coverage,is_bankrupt
VIADAN SRL,2019,Comert,1.2312,0.649,0.5742,1.3483,4.499,9.237,21.6911,2.0531,0.1327,3.9337,
ELMAFARM SRL,2019,Comert,7.3992,6.7286,0.135,0.156,27.065,85.6945,99.0647,3.1663,0.8637,131.6804,
2 CONNECT ROMANIA SRL,2019,Comert,1.2852,0.269,0.3449,0.5266,-1.4155,-5.5332,-8.4469,3.9089,0.0984,-3.2082,
GLOBALLOGIC ROMANIA S.R.L.,2019,Comert,2.6028,1.8503,0.3077,0.4445,-11.5759,-7.3476,-10.6139,0.6347,0.4932,0.3728,
MODULO DECORATIVE SOLUTIONS SRL,2019,Comert,2.9728,1.5197,0.3166,0.4633,8.0606,18.1431,26.548,2.2508,0.6246,13.8053,
DRAFIL S.R.L.,2019,Comert,4.4936,4.4324,0.1852,0.2272,64.3849,81.4081,99.9076,1.2644,0.6469,89.2959,
ACCESA IT CONSULTING SRL,2019,Comert,1.4247,1.4247,0.6991,2.323,0.2599,1.7278,5.7416,6.6472,0.2969,0.5746,
CENTRUL AGRO TRANSILVANIA CLUJ SA,2019,Comert,0.9268,0.2031,0.7455,2.9289,5.6354,67.4643,265.063,11.9716,-0.0546,21.2141,
MEDIMAGES SRL,2019,Comert,1.0703,0.5043,0.9084,9.9131,1.8792,3.3551,36.6146,1.7854,0.0639,0.8706,
ELECTROGLOBAL S.A.,2019,Comert,1.0214,0.3819,0.3144,0.4585,2.6433,9.2089,13.4314,3.4838,0.0067,6.8968,
ENEX SRL,2019,Comert,1.2709,0.4339,0.5343,1.1487,2.354,5.8163,12.5044,2.4708,0.1447,2.5665,
CSI ROMANIA SRL,2019,Comert,13.626,11.6128,0.0713,0.0767,15.5349,25.2438,27.1811,1.625,0.8999,81.1625,
ALPHA LAS SRL,2019,Comert,3.1584,2.6801,0.2931,0.4146,29.6683,45.4523,64.297,1.532,0.6326,36.7675,
ZIPPER SERVICES SRL,2019,Comert,1.0285,0.6695,0.4187,0.7202,-3.3289,-2.217,-3.8137,0.666,0.0119,-1.042,
BAI COJOCNA SRL,2019,Comert,2.1475,1.839,0.2612,0.3543,3.3179,12.2202,16.5753,3.6831,0.2998,11.4368,
IMM HYDRO EST SRL,2019,Comert,1.1171,0.1672,0.8949,8.5116,7.9455,7.1327,67.8432,0.8977,0.1048,1.7948,
GIGHIBANDA SRL,2019,Comert,0.7118,0.602,0.9558,21.6128,0.7935,4.3293,97.8977,5.4561,-0.2755,1.2059,
GI.DI. MANUFACTURING S.R.L.,2019,Comert,0.4623,0.0001,2.1633,-1.8596,-48.0265,-71.5171,61.4771,1.4891,-1.1633,-6.4742,
KADRA TECH S.R.L.,2019,Comert,1.1027,0.9651,0.2582,0.3482,7.5016,22.7803,30.7113,3.0367,0.0265,20.3669,
ATLAS TOUR SRL,2019,Comert,1.1075,0.7817,0.6252,1.668,2.4299,10.3727,27.6741,4.2688,0.0672,3.8315,
KOVOSTROJ SRL,2019,Comert,2.0037,1.7975,0.4991,0.9963,-1.0618,-9.2252,-18.4167,8.6887,0.5009,-2.747,
ULMA PACKAGING PRODUCTION S.R.L.,2019,Comert,3.8376,2.9739,0.2419,0.3526,7.3571,25.334,36.9208,3.4435,0.6865,24.9634,
MMM AUTOPARTS SRL,2019,Comert,2.81,1.0192,0.3559,0.5525,0.9984,2.2102,3.4313,2.2137,0.6441,1.7742,
SEKO SIETA SRL,2019,Comert,3.3172,1.9554,0.1173,0.1333,2.3144,1.6885,1.9199,0.7296,0.2718,4.105,
IULIUS MALL CLUJ SRL,2019,Comert,1.4959,0.0249,0.6635,1.9713,-3.731,-2.3617,-7.0174,0.633,0.329,-0.5206,
3PILLAR GLOBAL SRL,2019,Comert,1.8145,1.4301,0.4813,0.9278,12.3212,22.2527,42.8984,1.8061,0.392,10.7134,
PROPERTY SHARK SRL,2019,Comert,0.9433,0.651,0.6405,5.5813,5.8806,12.9276,112.6448,2.1984,-0.0363,4.0365,
GARMIN CLUJ SRL,2019,Comert,1.4006,0.5788,0.6483,1.8431,4.8431,18.12,51.5179,3.7414,0.2597,6.7675,
GRAND HOTEL SRL,2019,Comert,7.2898,7.2898,0.1372,0.159,60.4553,64.8825,75.1981,1.0732,0.8628,99.2894,
THUNDERFLEX SRL,2019,Comert,0.197,0.1951,0.4937,0.9752,20.3016,12.1984,24.0945,0.6009,-0.3964,5.1848,
EGIS ROMPHARMA SRL,2019,Comert,14.9122,14.8394,0.0533,0.0563,19.4109,29.8051,31.4846,1.5355,0.7421,117.8029,
GORMET SRL,2019,Comert,0.4124,0.0069,1.4515,-3.2148,73.1022,40.3323,-89.3266,0.5517,-0.8529,5.7465,
THOMAS ROMANIA PLASTIC SRL,2019,Comert,1.2377,0.8538,0.4699,0.8863,7.6283,31.0023,58.4788,4.0641,0.1117,14.9538,
HAMBURGER RECYCLING ROMANIA SRL,2019,Comert,1.6863,1.2936,0.5295,1.1275,2.6331,13.1992,28.1044,5.0128,0.3634,5.8372,
LCS IMOBILIAR SA,2019,Comert,1.6252,1.0059,0.5139,1.0571,-1.2791,-2.4622,-5.0651,1.925,0.3213,-0.2083,
SPARK INTERNATIONAL INC SRL,2019,Comert,0.3935,0.3896,2.5302,-1.6535,-2.6379,-6.8835,4.4984,2.6094,-1.5347,-0.5441,
RETAILWORKS SRL,2019,Comert,3.1143,0.7917,0.28,0.3889,12.304,29.7369,41.3008,2.4168,0.592,25.1651,
HECO SCHRAUBEN SRL,2019,Comert,1.501,1.2368,0.6497,2.0675,5.6751,13.1348,41.7985,2.3144,0.3255,4.8414,
COMPANIA DE APA ARIES SA,2019,Comert,0.0012,0.0002,0.7622,3.2057,70.8675,10.7475,45.2004,0.1517,-0.7613,2.9394,
WINCON SRL,2019,Comert,0.0928,0.0928,0.4434,0.7965,22.8696,36.9528,66.3847,1.6158,-0.4022,17.3986,
A6 IMPEX SA,2019,Comert,0.8506,0.1703,0.4773,0.9131,0.5496,0.5033,0.9628,0.9158,-0.0713,0.5839,
EUROPEAN FABRICATIONS SRL,2019,Comert,1.3504,0.1061,0.5834,1.4005,0.6441,2.7027,6.4877,4.1961,0.2044,1.428,
IMPERIAL DEVELOPMENT SRL,2019,Comert,0.7703,0.1034,0.5004,1.0018,6.1027,12.1423,24.306,1.9897,-0.115,5.7341,
PRESTIGE TRANSILVANIA SRL,2019,Comert,0.7993,0.0429,0.7205,2.5773,-56.5187,-67.4123,-241.1529,1.1927,-0.1446,-18.3824,
HIGH TECH TECNOSKY SRL,2019,Comert,1.0708,0.7346,0.8063,4.1621,3.0978,8.5535,44.1538,2.7611,0.0571,2.5195,
PEAK TOYS DISTRIBUTION SRL,2019,Comert,0.3092,0.206,0.3941,0.6572,22.4229,7.6551,12.7668,0.3414,-0.2722,4.0706,
TRANS SESE SRL,2019,Comert,2.0539,1.9746,0.2194,0.2843,1.0392,0.7779,1.0078,0.7486,0.2313,1.3921,
VIKING OFFICE SERVICE CENTER S.R.L.,2019,Comert,1.1813,0.2704,0.5651,1.2994,3.3268,5.6805,13.0618,1.7075,0.1024,2.6417,
PROF TECH CONSULTING SRL,2019,Comert,5.3507,2.6086,0.1218,0.1387,5.6183,12.9935,14.7951,2.3127,0.5298,25.1552,
EAST GRAIN S.A.,2019,Comert,1.2986,1.2518,0.5574,1.262,31.047,9.4284,21.349,0.3037,0.1664,3.4966,
ES ELEKTRO ROMANIA SRL,2019,Comert,3.1803,2.2239,0.2361,0.3188,0.6445,2.1807,2.9441,3.3834,0.5148,2.5029,
PFEIFFER VACUUM ROMANIA SRL,2019,Comert,1.128,0.7672,0.7863,3.6793,1.7549,7.9512,37.2063,4.5309,0.1006,2.375,
STRATEC BIOMEDICAL SRL,2019,Comert,0.81,0.1774,0.9637,26.5247,1.8867,3.5292,97.1409,1.8706,-0.1831,0.8378,
SDL LANGUAGE WEAVER S.R.L.,2019,Comert,0.5626,0.1107,1.0985,-9.3818,-4.3612,-4.7276,40.378,1.084,-0.4805,-0.8608,
ICA UTILAJE PARTS S.R.L.,2019,Comert,1.3312,0.6551,0.7051,2.4199,3.167,5.3124,18.2328,1.6774,0.2335,1.7558,
COMPANIA DE SALUBRITATE CAMPIA TURZII S.A.,2019,Comert,0.9975,0.9389,0.7309,3.6697,-3.4235,-5.242,-26.3188,1.5312,-0.0018,-1.4344,
CONCENTRIX CATALYST ROMANIA S.A.,2019,Comert,0.8963,0.8908,0.5164,1.0679,15.2655,16.9829,35.1192,1.1125,-0.0536,7.0632,
LA LORRAINE SRL,2019,Comert,0.9637,0.8697,0.578,1.4321,-0.3826,-0.3147,-0.7797,0.8226,-0.021,0.0069,
JULIUS MEINL ROMANIA SRL,2019,Comert,1.4169,1.1828,0.6598,1.9394,3.3481,10.1602,29.8644,3.0346,0.2751,3.7969,
TURISM COVASNA SA,2019,Comert,1.4503,1.2772,0.6895,2.2209,3.5623,11.1456,35.8989,3.1288,0.3105,4.1586,
NEW-FASHION SA,2019,Comert,0.1757,0.0059,5.6917,-1.2131,-18.3753,-44.4431,9.4726,2.4186,-4.6917,-1.4767,
SECUIANA SA,2019,Comert,2.714,1.1923,0.3122,0.4539,3.3391,8.5073,12.369,2.5478,0.5351,7.2198,
IMPERIAL HOTEL MANAGEMENT SRL,2019,Comert,0.4315,0.1413,2.3175,-1.759,17.9769,34.9778,-26.5479,1.9457,-1.3175,3.5224,
"""COMERT BATU"" SRL",2019,Comert,1.2344,0.8351,0.6359,1.7466,-1.5167,-4.8008,-13.1856,3.1652,0.149,-1.5099,
"""VALDEK IMPEX"" SRL",2019,Comert,1.3539,0.0412,0.7338,2.7563,0.2973,1.7588,6.6064,5.9151,0.2597,0.5816,
DRUMURI SI PODURI COVASNA SA,2019,Comert,0.9643,0.0312,0.6278,1.6869,3.0491,10.0806,27.0854,3.3061,-0.0224,3.8419,
TRANSLOC SA,2019,Comert,0.5344,0.4324,0.7447,2.9199,2.5283,12.605,49.4208,4.9856,-0.3467,4.0405,
MADEXPORT SRL,2019,Comert,0.6069,0.2292,1.2446,-5.0889,3.5908,9.0991,-37.205,2.534,-0.4892,1.591,
GOS-TRANS-COM SRL,2019,Comert,1.5178,1.3898,0.6174,1.6482,6.7646,11.7915,31.4768,1.7431,0.3197,4.5483,
GOSP-COM SRL,2019,Comert,1.7379,0.4055,0.5434,1.1902,10.1075,12.6818,27.7752,1.2547,0.401,5.4941,
GOSPODARIE COMUNALA SA SFANTU GHEORGHE,2019,Comert,3.7197,2.6637,0.2625,0.3559,59.048,71.3983,96.8082,1.2092,0.7139,57.1659,
TEGA SA,2019,Comert,1.2272,0.7514,0.7924,3.8558,6.5516,7.9535,38.6994,1.214,0.18,2.3311,
CROSS CARGO LOGISTICS S.R.L.,2019,Comert,1.0341,0.907,0.8549,5.8926,4.8638,11.5625,79.695,2.3773,0.0292,3.2593,
GOODPACK ROMANIA S.A.,2019,Comert,3.4879,2.3419,0.195,0.2422,31.6617,20.4743,25.4338,0.6467,0.4851,21.6626,
READY GARMENT TECHNOLOGY ROMANIA S.R.L.,2019,Comert,1.6887,1.3827,0.5591,1.2683,-26.5845,-7.7999,-17.6924,0.2934,0.3851,-2.778,
TOP STAR 2000 SRL,2019,Comert,0.271,0.271,3.6842,-1.3726,14.9455,8.1745,-3.0454,0.547,-2.6858,0.5329,
"""D-TOYS"" S.A.",2019,Comert,1.3399,0.9509,0.6193,1.6264,4.7996,7.9514,20.8837,1.6567,0.2105,3.021,
"""COMPACT"" SRL",2019,Comert,0.431,0.0815,2.2362,-1.809,3.9923,4.667,-3.7755,1.169,-1.2724,0.7312,
COMBRIDGE SRL,2019,Comert,2.0212,0.5071,0.3859,0.6284,16.8853,40.5127,65.9694,2.3993,0.3941,24.694,
BERTIKRIS SRL,2019,Comert,1.0414,0.5811,0.809,4.2367,5.3187,12.0507,63.1064,2.2657,0.0335,3.5381,
"""HOPE SPED"" SRL",2019,Comert,1.1723,0.54,0.7458,3.5563,1.136,7.6266,36.366,6.7137,0.1285,3.0523,
OCOLUL SILVIC BUZĂUL ARDELEAN RA,2019,Comert,1.1067,0.2006,0.8952,8.5391,-0.9022,-1.3889,-13.2489,1.5394,0.0955,0.0337,
ZAMBELLI  METAL SRL,2019,Comert,2.141,0.9527,0.3566,0.5544,4.3422,21.9922,34.1838,5.0648,0.4069,15.1927,
WALOR RO SRL,2019,Comert,1.4388,0.6022,0.3213,0.4734,-8.2677,-5.8173,-8.5713,0.7036,0.141,-3.6212,
SALUBRITATEA IBSV SRL,2019,Comert,0.2107,0.055,4.6665,-1.2727,-1.4745,-1.6518,0.4505,1.1203,-3.6833,0.0733,
LINS & WEINZIERL EXPORTPACKAGING S.R.L.,2019,Comert,0.4677,0.3171,0.9449,17.1446,0.8294,4.4354,80.4786,5.3478,-0.5029,1.1314,
TERMO-ÎNTORSURA S.R.L.,2019,Comert,2.1824,1.7077,0.4538,0.8309,67.7088,53.7938,98.4892,0.7945,0.5366,24.7586,
PARCURI INDUSTRIALE TÂRGU-SECUIESC S.R.L.,2019,Comert,1.1894,0.2301,0.8408,5.2808,3.9853,5.6726,35.6283,1.4234,0.1592,1.6891,
TTS COVASNA S.R.L.,2019,Comert,2.9742,1.8332,0.3362,0.5065,4.0121,7.9118,11.9194,1.972,0.6638,5.8796,
SEPSI ÚT-ÉPÍTŐ S.R.L.,2019,Comert,44.4018,43.1178,0.0225,0.023,24.7357,47.1919,48.2792,1.9078,0.9775,200.0,
AVICOLA TARTASESTI SA,2019,Comert,1.1043,0.7909,0.9056,9.5888,50.0144,17.7361,187.8036,0.3546,0.0944,4.1524,
VIBRANTZ PERFORMANCE PIGMENTS ROMANIA S.R.L.,2019,Comert,0.8427,0.5221,0.8547,5.8819,2.639,7.4746,51.4398,2.8324,-0.1345,2.1062,
UPET SA,2019,Comert,1.1473,0.9132,0.7981,3.9532,6.4428,19.3195,95.6927,2.9986,0.1175,5.8471,
SWARCO VICAS S.R.L.,2019,Comert,1.7301,1.0991,0.5186,1.0771,7.5273,40.2607,83.627,5.3486,0.3786,18.4999,
AMIRAS C&L IMPEX SRL,2019,Comert,4.1073,3.3943,0.1219,0.1388,23.593,15.6994,17.8783,0.6654,0.3787,30.0129,
BAZA DE ATELIERE SI TRANSPORTURI TARGOVISTE SA,2019,Comert,2.2271,1.2184,0.311,0.4514,6.5788,11.7166,17.0054,1.781,0.3816,8.6873,
STEAUA ELECTRICA SA,2019,Comert,2.123,1.884,0.4691,0.8835,9.7442,7.8233,14.7352,0.8029,0.5268,3.9844,
ENESCU SRL,2019,Comert,8.252,1.8162,0.0772,0.0837,13.0567,8.9801,9.7314,0.6878,0.5599,27.736,
REGATA SRL,2019,Comert,6.063,0.839,0.1548,0.1831,0.1557,0.1597,0.189,1.0261,0.7836,0.27,
PLASTICOM IMPEX SRL,2019,Comert,0.8779,0.5746,1.1391,-8.1899,-8.9139,-13.943,100.2494,1.5642,-0.1391,-1.9882,
RAIMAN CAPUCINO SRL,2019,Comert,1.8739,1.2296,0.4229,0.733,9.3877,57.1751,99.0816,6.0904,0.3696,31.2121,
DACOTRANS SRL,2019,Comert,0.9661,0.473,0.8639,13.0966,1.1514,1.3683,20.7432,1.1884,-0.0293,0.379,
MANOIL - TRANS SRL,2019,Comert,4.5349,3.7459,0.189,0.2331,9.8401,22.6986,27.9906,2.3067,0.6682,27.701,
MONTE BIANCO SA,2019,Comert,1.4181,1.2563,0.6474,1.8403,1.7583,5.3613,15.2389,3.0491,0.2707,2.0342,
INTERNATIONAL ESI SRL,2019,Comert,59.4969,45.096,0.0168,0.0171,0.9707,1.0699,1.0882,1.1021,0.9832,16.5424,
VASCONY PROD SRL,2019,Comert,1.0383,0.0017,0.9631,26.0971,2.5018,2.1149,57.3069,0.8453,0.0369,0.9658,
VIRIX PROD SRL,2019,Comert,2.8024,1.6777,0.1605,0.1911,-41.5529,-60.8499,-72.4801,1.4644,0.2892,-75.8444,
EUROGAS PRESCOM SRL,2019,Comert,0.1251,0.0018,2.7905,-1.5585,-43.034,-15.8162,8.8335,0.3675,-2.4413,-1.1046,
CARNIC PROD SRL,2019,Comert,7.7582,4.4631,0.1289,0.148,4.5716,11.5557,13.2656,2.5277,0.8711,29.6926,
ROMSTYL IMPEX SRL,2019,Comert,1.3806,0.7476,0.4767,0.9109,0.6954,2.3399,4.4712,3.3646,0.1814,1.3376,
COMPPIL SA,2019,Comert,1.5449,0.4716,0.6253,1.6688,1.7668,16.6472,44.4286,9.4221,0.3408,6.4363,
BEDA IMPEX SRL,2019,Comert,0.8204,0.5854,0.9715,34.033,0.4507,0.7554,26.4651,1.6761,-0.1745,0.1555,
UMEX SA,2019,Comert,3.0904,2.479,0.3024,0.4335,2.6666,3.4017,4.8764,1.2757,0.6322,3.1023,
DECIROM SA,2019,Comert,1.6777,0.8191,0.5806,1.3842,9.0598,6.7984,16.2089,0.7504,0.3934,2.7886,
MAMAIA SA,2019,Comert,1.3273,1.1628,0.508,2.3049,24.0185,16.265,73.7918,0.6772,0.1663,6.6456,
PARTHIS SRL,2019,Comert,1.0512,0.8876,0.906,9.6791,2.1968,5.6697,60.571,2.5809,0.0464,1.2516,
AURORA MAMAIA SRL,2019,Comert,0.9837,0.9837,0.964,26.8108,0.8728,1.221,33.9572,1.3989,-0.0158,0.2533,
ELION IMPORT-EXPORT SRL,2019,Comert,0.1437,0.1437,1.8955,-2.1167,-47.1618,-32.2344,35.9973,0.6835,-1.6232,-3.1849,
BACIOIU IMPORT-EXPORT SRL,2019,Comert,0.9885,0.5172,0.7633,3.2256,3.339,6.7111,28.3584,2.0099,-0.0088,2.2298,
UTILNAVOREP SA,2019,Comert,1.6786,0.7958,0.4519,0.8246,3.3406,5.6121,10.2399,1.6799,0.3067,2.8571,
COMVEX SA,2019,Comert,1.0653,0.2557,0.6341,1.733,3.2445,7.8588,21.4779,2.4222,0.0414,3.0022,
SIRME SI CABLURI SA,2019,Comert,1.0164,0.7046,0.9782,44.9486,0.4306,0.8749,40.1982,2.0316,0.0161,0.2364,
SANTIERUL NAVAL 2 MAI SA,2019,Comert,1.2937,0.3452,0.7576,3.1259,3.3447,9.4879,39.1465,2.8367,0.2225,2.895,
OSTROVIT SA,2019,Comert,1.7926,1.1938,0.5578,1.2617,1.8163,18.7814,42.477,10.3406,0.4422,10.4463,
NEPTUN-OLIMP SA,2019,Comert,1.0521,0.7255,0.7212,2.5865,0.187,0.2925,1.0491,1.5644,0.0376,0.0811,
CRINSUIN SA,2019,Comert,1.277,0.0712,0.7535,3.0573,0.6849,1.5918,6.4583,2.3242,0.2087,0.5095,
EUROSANTIS SRL,2019,Comert,0.8742,0.6834,1.1109,-10.021,-1.5415,-4.5411,40.9651,2.9458,-0.1397,-0.8176,
ADMINISTRATIA FONDULUI IMOBILIAR S.R.L.,2019,Comert,1.5199,0.377,0.6246,1.6636,1.2359,8.0942,21.5594,6.549,0.3247,3.0222,
DRUMURI JUDEȚENE CONSTANȚA S.A.,2019,Comert,1.5748,1.5717,0.0648,0.0693,17.8127,8.5984,9.1942,0.4827,0.0372,28.1248,
BRIZA MARII NEGRE SRL,2019,Comert,72.6787,72.6787,0.0138,0.014,-2.6429,-4.4021,-4.4635,1.6656,0.9862,-37.136,
EXCELSIOR SRL,2019,Comert,1.885,0.2342,0.5171,1.0708,3.3769,3.2948,6.8228,0.9757,0.4576,1.489,
M.W.IMPORT EXPORT SRL,2019,Comert,1.2418,0.1635,0.721,2.5844,0.356,0.7409,2.6559,2.0811,0.1743,0.787,
MAX SRL,2019,Comert,0.6082,0.1592,0.851,5.7131,1.0025,4.9357,33.1341,4.9233,-0.3335,1.4654,
ARGENTA S.R.L.,2019,Comert,39.9975,39.9975,0.025,0.0256,95.7043,13.7584,14.1112,0.1438,0.975,113.51,
MAGISTRA C&C SRL,2019,Comert,0.2892,0.0211,1.2474,-5.0414,11.3584,0.3991,-1.6129,0.0351,-0.8867,0.0815,
SEVDA IMPEX SRL,2019,Comert,1.3737,1.3737,0.728,2.6759,10.0368,10.5073,38.624,1.0469,0.272,3.4698,
STOP SRL,2019,Comert,1.0424,0.128,0.9593,23.5925,0.1924,1.6562,40.7308,8.607,0.0407,0.4111,
B.T.T.PERLA COSTINESTIULUI SA,2019,Comert,0.5877,0.3242,0.9832,58.6333,0.3508,1.1603,69.1949,3.3075,-0.4054,0.3214,
ROMTEXTIL SA,2019,Comert,1.05,0.44,0.6062,1.5393,0.9599,1.204,3.0573,1.2543,0.0303,0.4844,
TRANSEVREN SRL,2019,Comert,1.6702,0.1809,0.4924,0.97,9.5755,14.4651,28.4955,1.5106,0.33,6.4898,
GENERAL CONCRETE CERNAVODA SRL,2019,Comert,1.2816,0.755,0.753,3.0482,0.1639,0.2415,0.9777,1.4737,0.2121,0.1352,
CARDINAL MOTORS SRL,2019,Comert,0.5833,0.1966,0.6081,1.5517,2.394,3.1024,7.9165,1.2959,-0.2534,1.3396,
DACRIS IMPEX S.R.L.,2019,Comert,0.1166,0.1128,0.5274,1.1159,43.2278,12.9016,27.2981,0.2985,-0.4659,5.0059,
PETROCONST SA,2019,Comert,1.2661,0.0201,0.7603,3.1711,0.0633,0.2625,1.095,4.1454,0.2023,0.0933,
MAMAIA RESORT HOTELS SRL,2019,Comert,0.9734,0.6706,0.8339,5.0187,12.7739,15.7213,94.6217,1.2307,-0.0222,4.3912,
MAHMUD-IMPEX SRL,2019,Comert,1.2299,0.9461,0.5848,1.4085,2.3647,10.2138,24.5995,4.3192,0.1344,4.0771,
TONIS TRADE SRL,2019,Comert,0.3403,0.0982,0.7934,4.1257,1.9024,3.0684,15.9561,1.6129,-0.5234,0.9512,
DOBRE & FIII SRL,2019,Comert,1.4742,1.2642,0.3987,0.7033,4.6004,7.0487,12.4358,1.5322,0.1891,4.2006,
HAGI SPORT SRL,2019,Comert,1.0588,1.0326,0.5757,1.3566,1.3398,11.6212,27.3861,8.6738,0.0339,4.8656,
CANAL SEA SERVICES SRL,2019,Comert,0.0951,0.0951,0.851,5.7108,11.1839,3.7455,25.1352,0.3349,-0.77,0.9757,
EURO VIAL LIGHTING SRL,2019,Comert,3.0301,3.025,0.3201,0.4708,2.6322,6.3672,9.3648,2.419,0.6498,4.6559,
XENOTI SRL,2019,Comert,9.4253,9.3416,0.0586,0.0622,43.1533,19.8681,21.1041,0.4604,0.4934,69.8785,
COMPREST UTIL SRL,2019,Comert,1.5841,0.0736,0.6313,1.712,21.5147,13.578,36.8229,0.6311,0.3687,4.9021,
DIAL SRL,2019,Comert,1.3511,1.0841,0.5125,2.419,4.4022,4.2542,20.082,0.9664,0.1799,2.0437,
GEPLAST SRL,2019,Comert,1.159,1.0729,0.8039,4.0994,4.4231,16.218,82.7016,3.6666,0.1278,4.6535,
OIL SIMEX TRADING SRL,2019,Comert,1.1695,0.0535,0.855,5.8984,1.7632,2.1522,14.8463,1.2206,0.145,0.789,
COMPLEX SAVOY SA,2019,Comert,1.133,1.1278,0.5077,1.0313,26.4744,34.0403,69.1444,1.2858,0.0675,15.9933,
VEGA TURISM SA,2019,Comert,0.2783,0.0221,3.593,-1.3857,1.5088,8.7772,-3.385,5.8173,-2.593,1.4624,
TRITON SRL,2019,Comert,1.7355,0.7862,0.5764,1.3606,4.8576,3.6483,8.6123,0.751,0.4239,1.5211,
GRUP PETROL MARIN SA,2019,Comert,1.5007,0.8175,0.6457,1.8226,0.9373,2.7602,7.7908,2.9448,0.3233,1.0823,
RO-CREDO SRL,2019,Comert,1.0067,0.1081,0.9794,47.652,1.6394,7.3041,355.3571,4.4552,0.0066,2.4012,
E.N.B. SRL,2019,Comert,0.7765,0.5649,1.2224,-5.4968,-4.7459,-12.2668,55.1616,2.5847,-0.2732,-1.5842,
N.G.M. COMPANY SRL,2019,Comert,1.6394,1.4151,0.4791,0.9198,8.4064,23.9917,46.0594,2.854,0.3063,12.1336,
SILOTRANS SRL,2019,Comert,1.2186,1.1386,0.8046,4.1187,1.0895,4.9278,25.2236,4.5228,0.1759,1.4609,
ANDRA INTERNATIONAL SRL,2019,Comert,0.5803,0.3295,0.9413,16.0325,-1.7715,-3.2024,-54.5456,1.8077,-0.395,-0.6804,
COTECNA ROMANIA SRL,2019,Comert,1.66,1.172,0.4922,0.992,14.4653,17.9453,36.1686,1.2406,0.3248,8.574,
ZIP ESCORT SRL,2019,Comert,33.9341,33.9341,0.0284,0.0292,-1.3126,-5.6145,-5.7785,4.2773,0.9348,100.0,
PROGRESS CONSULTING SA,2019,Comert,2.5363,2.0018,0.2511,0.3353,10.6952,14.2363,19.0099,1.3311,0.3858,13.0471,
ALNASER SRL,2019,Comert,34.8906,34.8906,0.0287,0.0295,88.2788,44.873,46.1971,0.5083,0.9713,200.0,
UNIFRUTTI IMPEX SRL,2019,Comert,0.125,0.0296,5.6922,-1.2131,-4.1375,-67.5513,14.3965,16.3267,-4.9804,-1.8573,
ROMÂNIA-EUROEST SA,2019,Comert,0.9544,0.2491,0.8807,7.3843,1.0723,2.2431,18.8068,2.0919,-0.0401,0.6633,
OIL DEPOL SERVICE SRL,2019,Comert,1.0156,0.6995,0.4225,0.7317,4.048,4.3753,7.5769,1.0809,0.0066,2.4663,
GEPETO IMPEX SA,2019,Comert,1.4968,0.5517,0.6463,1.8271,5.2824,13.1464,37.166,2.4887,0.3211,4.8715,
COMPANIA NAŢIONALĂ ADMINISTRAŢIA CANALELOR NAVIGABILE SA,2019,Comert,12.2231,9.4057,0.0427,0.0446,16.7274,7.8395,8.1888,0.4687,0.4787,38.97,
REGIONAL AIR SERVICES SRL,2019,Comert,2.7047,1.8003,0.2946,0.4177,9.1582,20.7975,29.4844,2.2709,0.5023,16.5056,
"SOCIETATEA NAŢIONALĂ ""AEROPORTUL INTERNAŢIONAL MIHAIL KOGĂLNICEANU-CONSTANŢA"" SA",2019,Comert,0.2088,0.0525,4.4735,-1.2879,-9.9099,-19.7376,5.6824,1.9917,-3.5394,-0.6153,
TOLIL COMPANY SRL,2019,Comert,1.141,1.141,0.3677,0.5815,55.1012,30.3623,48.0176,0.551,0.0518,16.8158,
AUTOPRIMA SERV SRL,2019,Comert,1.2149,0.0825,0.7972,3.9305,2.3344,3.3779,16.6548,1.447,0.1713,1.0271,
ALEXANDRA 2000 SRL,2019,Comert,2.771,1.8529,0.3087,0.4466,6.357,15.2999,22.1332,2.4068,0.5468,11.8442,
EUROPEAN METAL SERVICES SA,2019,Comert,1.3753,1.0336,0.6029,1.5206,17.8062,13.1964,33.2825,0.7411,0.2263,4.6973,
MEDGAZ SRL,2019,Comert,1.4871,0.3697,0.5435,1.1904,0.0823,0.1527,0.3344,1.8545,0.2647,0.0904,
DAF TRANS 2000 SRL,2019,Comert,0.9534,0.4964,0.8899,8.0858,0.3088,0.9505,8.6365,3.0784,-0.0414,0.261,
STERK PLAST SRL,2019,Comert,0.8505,0.6146,0.6309,1.7094,4.6565,14.1636,38.3749,3.0417,-0.0943,5.3589,
M.M. RECICLYNG SRL,2019,Comert,0.5323,0.3975,1.8493,-2.1775,0.0519,0.2716,-0.3198,5.2318,-0.8649,0.5915,
STIZO NUCLEAR SA,2019,Comert,1.1336,0.9465,0.2649,0.3604,3.0677,8.1379,11.0709,2.6528,0.0354,7.511,
OVI-PRESTCON SRL,2019,Comert,2.2711,1.1997,0.2881,0.4046,8.5758,20.5637,28.8844,2.3979,0.3662,17.4965,
BLACK SEA SERVICES SRL,2019,Comert,0.6624,0.0031,1.5098,-2.9617,43.4676,7.4036,-14.5236,0.1703,-0.5098,1.0485,
