company_name,year,sector,current_ratio,quick_ratio,debt_ratio,debt_to_equity,net_profit_margin,return_on_assets,return_on_equity,asset_turnover,working_capital_ratio,interest_coverage,is_bankrupt
CRISIUS CONS S.R.L.,2020,Comert,1.3808,0.2318,0.7094,2.4413,20.9856,9.1454,31.4719,0.4358,0.2702,2.7012,
GOLDPLAST SA,2020,Comert,0.7459,0.5522,0.8561,5.9515,-13.9728,-11.5195,-80.0785,0.8244,-0.2175,-2.691,
MACON SRL,2020,Comert,3.4161,1.8748,0.2594,0.3502,1.9245,3.8621,5.2145,2.0068,0.6266,3.5267,
A.C.I. BISTRITA S.A.,2020,Comert,1.086,0.5436,0.7261,2.6512,1.8281,7.9495,29.0254,4.3486,0.0625,2.7068,
AQUABIS SA,2020,Comert,1.0528,0.5313,0.7693,4.2597,2.1054,5.8878,32.6002,2.7966,0.0406,1.7844,
OZANA SRL,2020,Comert,4.611,4.234,0.2074,0.2694,2.6667,4.0005,5.1963,1.5001,0.7488,4.4189,
TRANSMIXT SA,2020,Comert,2.5341,1.5938,0.3408,0.517,1.6079,2.7743,4.2088,1.7254,0.5228,1.9767,
LUCRARI DRUMURI SI PODURI SA,2020,Comert,1.4805,0.7428,0.6058,1.7076,3.6615,24.4965,69.0447,6.6902,0.2911,9.5215,
BETAK SA,2020,Comert,0.4777,0.2093,0.8092,4.2405,3.0912,10.8741,56.9862,3.5178,-0.4226,3.5394,
MONTANA-IUGAN SRL,2020,Comert,0.4222,0.2468,0.886,7.775,-21.5602,-15.1772,-133.18,0.7039,-0.5119,-3.2378,
ROXANA SRL,2020,Comert,2.3088,1.4333,0.302,0.4327,4.4328,5.1487,7.3763,1.1615,0.3952,4.047,
FILADELFIA SRL,2020,Comert,0.8484,0.6696,1.0788,-13.6955,4.7624,6.9041,-87.6509,1.4497,-0.1635,1.5306,
INDEMINAREA PRODCOM SRL,2020,Comert,4.8031,2.087,0.1776,0.2159,10.4738,28.574,34.7445,2.7281,0.6754,37.4956,
ELECTROPLAST SA,2020,Comert,1.8051,0.1988,0.3544,0.5489,5.8811,10.2096,15.814,1.736,0.2853,6.8736,
HOBBY STAR 94 IMPEX SRL,2020,Comert,2.9256,2.5743,0.1964,0.2578,11.0515,26.0574,34.2011,2.3578,0.3782,31.1821,
CARMO-LACT PROD SRL,2020,Comert,1.8724,1.1234,0.3924,0.6481,0.7396,2.4599,4.0633,3.326,0.3423,1.4649,
METROPOLIS GRUP SRL,2020,Comert,1.0686,0.2276,0.903,9.3061,4.7269,6.9048,71.1619,1.4608,0.0619,1.8146,
BRIO FRESH SRL,2020,Comert,1.6052,0.5421,0.5674,1.3114,4.7233,37.5312,86.75,7.946,0.3434,15.6517,
PRODIMA SRL,2020,Comert,8.6423,7.653,0.0941,0.1039,20.9871,9.5963,10.5932,0.4572,0.7192,22.388,
POLIMED COM SRL,2020,Comert,0.9184,0.2236,0.7867,3.6887,1.9486,4.9633,23.2714,2.5471,-0.0642,1.8799,
CONSTRUCT PEROM SRL,2020,Comert,13.0112,3.4179,0.0737,0.0796,6.1427,13.1241,14.1687,2.1366,0.8855,42.1979,
ROMFULDA PROD SRL,2020,Comert,4.7216,2.8502,0.2021,0.2533,20.9968,54.7343,68.5984,2.6068,0.7522,56.2922,
PLASTINVEST PROD SRL,2020,Comert,0.2827,0.1811,1.7923,-2.237,-8.6832,-27.2138,33.966,3.1341,-1.2856,-3.0367,
AGRO-ARDEAL SRL,2020,Comert,1.2381,0.0648,0.7748,3.4414,17.0433,8.5079,37.7865,0.4992,0.1845,2.2998,
WINTER COM SRL,2020,Comert,1.1614,0.1389,0.7601,3.1687,0.9457,3.6291,15.1287,3.8373,0.1226,1.1784,
TEHNOPROD-PLAST SRL,2020,Comert,1.8623,0.1011,0.5235,1.0985,7.6419,24.0965,50.5664,3.1532,0.4514,10.4439,
ENERGOPLAST SA,2020,Comert,1.4728,1.0195,0.618,1.6406,8.9539,17.8557,47.4045,1.9942,0.2922,6.4032,
CML.RO SRL,2020,Comert,1.5334,0.4876,0.6522,1.8749,3.906,8.3665,24.0526,2.142,0.3478,3.0547,
COMGABY MOLN SRL,2020,Comert,1.293,0.9912,0.5506,1.2253,3.6159,7.7551,17.2574,2.1447,0.1614,3.3336,
DICRIN-MATE SRL,2020,Comert,1.448,1.4467,0.6906,2.2323,12.3287,23.0336,74.4527,1.8683,0.3094,7.1702,
INFLUENT SRL,2020,Comert,1.3093,0.8205,0.5471,1.2081,2.4235,5.186,11.4514,2.1398,0.1692,2.3373,
M.I.S-GRUP SRL,2020,Comert,1.9364,1.5048,0.4735,0.8992,3.5762,6.3528,12.065,1.7764,0.4433,3.1491,
EXMITIANI SRL,2020,Comert,0.9215,0.3788,0.5799,1.3802,15.621,21.0234,50.042,1.3458,-0.0455,8.6007,
DIMEX-2000 COMPANY SRL,2020,Comert,0.4881,0.2847,0.5921,1.4513,4.6291,16.2505,39.8348,3.5105,-0.303,6.4318,
TUB INTEGRAL SRL,2020,Comert,21.6187,18.7597,0.0463,0.0485,27.5309,29.8363,31.2834,1.0837,0.9537,143.0627,
MEGATITAN SRL,2020,Comert,7.3587,5.1638,0.1358,0.1572,-2.7528,-8.5934,-9.944,3.1217,0.8636,-8.057,
ALPINA BLAZNA SRL,2020,Comert,0.5762,0.5607,1.7355,-2.2688,-9.5781,-76.814,100.4172,8.0197,-0.7355,-8.513,
VRINCEANA SRL,2020,Comert,0.8537,0.4126,1.1437,-7.9569,-2.4693,-11.604,80.7276,4.6993,-0.1673,-1.9987,
DATACOR SRL,2020,Comert,1.2177,1.1706,0.7597,3.161,0.6877,4.519,18.8036,6.5708,0.1654,1.3952,
ROMVALVES SRL,2020,Comert,0.1363,0.0664,4.226,-1.31,8.2092,14.7596,-4.5752,1.7979,-3.6499,0.7836,
TABITA TOUR SRL,2020,Comert,0.3873,0.2312,0.7184,2.5516,22.0062,15.6431,55.5583,0.7108,-0.4402,4.5728,
TESUTI TRANSILVANIA SRL,2020,Comert,0.8004,0.7336,1.2493,-5.0111,20.4861,6.3056,-25.2927,0.3078,-0.2493,1.1573,
TESSITURA DI SARATA SRL,2020,Comert,1.6755,0.3247,0.5921,1.4514,9.083,7.9489,19.4862,0.8751,0.4,2.9836,
AUSTRO SOMES TRADING S.R.L.,2020,Comert,2.3087,0.9105,0.2543,0.3411,9.7242,61.7526,82.8162,6.3504,0.3329,53.4085,
FILECA INDUSTRY SA,2020,Comert,1.0923,0.9343,0.5353,1.1518,4.3423,11.1427,23.977,2.5661,0.0494,4.7991,
OCOLUL SILVIC CORMAIA ANIES RA,2020,Comert,14.3897,9.7784,0.0695,0.0747,18.1547,19.9671,21.4583,1.0998,0.9305,63.2355,
BELCO AVIA SRL,2020,Comert,0.4571,0.0046,2.1879,-1.8418,-3.0028,-31.0738,26.1582,10.3483,-1.1879,0.0,
E-CABLAJE S.A.,2020,Comert,0.8088,0.3343,0.8421,5.3348,1.1037,2.0696,13.1103,1.8752,-0.161,0.5634,
Firma_23161898,2020,Comert,1.505,1.3515,0.6389,1.769,7.4346,13.8121,38.2459,1.8578,0.3226,4.9056,
OCOLUL SILVIC MAIERU RA,2020,Comert,1.187,0.5215,0.7208,2.5813,1.8537,15.9238,57.0275,8.5901,0.1348,5.2465,
BCVO LOGISTICS SRL,2020,Comert,1.5181,0.0839,0.5916,1.4486,12.427,15.2678,37.385,1.2286,0.3065,6.0426,
CAMPEADOR SRL,2020,Comert,1.4471,1.1495,0.5809,1.3862,3.9337,3.9046,9.3173,0.9926,0.2598,1.5661,
INDUSTRIAL CONSTRUCT ARDEAL SRL,2020,Comert,1.0823,0.0585,0.9239,12.1452,18.6652,36.67,482.0328,1.9646,0.0761,8.3448,
MONTANA FOREST SRL,2020,Comert,0.1037,0.0085,8.6906,-1.13,-4.8388,-18.9533,2.4645,3.9169,-7.789,-0.1658,
OCOLUL SILVIC COMUNAL TELCIU RA,2020,Comert,0.9567,0.8656,1.0268,-38.2832,-10.1489,-5.2611,196.1522,0.5184,-0.0445,-1.0247,
OCOLUL SILVIC TIHUŢA-COLIBIŢA RA,2020,Comert,0.7896,0.7315,0.7201,2.5733,4.8099,25.3589,90.614,5.2722,-0.1515,8.3104,
OCOLUL SILVIC COMUNAL ROMULI RA,2020,Comert,0.548,0.4618,0.9372,14.9277,3.979,3.4727,55.312,0.8728,-0.4236,0.8777,
OCOLUL SILVIC PLAIURILE HENIULUI RA,2020,Comert,0.2697,0.2387,3.4502,-1.4081,-45.2776,-37.1519,15.1628,0.8205,-2.5198,-2.0146,
R.N.P. ROMSILVA -ADMINISTRATIA PARCULUI NATIONAL MUNTII RODNEI RA,2020,Comert,4.3978,4.3978,0.1924,0.2382,4.8665,17.3846,21.5257,3.5723,0.6537,21.7139,
REGIA AUTONOMA OCOLUL SILVIC VALEA ŞIEULUI RA,2020,Comert,5.8906,2.1526,0.099,0.1099,9.3402,12.8804,14.2964,1.379,0.4844,29.9739,
OCOLUL SILVIC AL MUNICIPIULUI BISTRITA RA,2020,Comert,1.216,0.3678,0.491,0.9647,3.0062,4.3539,8.5539,1.4483,0.1061,2.0958,
MASTERFOAM SRL,2020,Comert,1.2935,0.8401,0.3726,0.6206,16.6851,15.8598,26.4144,0.9505,0.1094,10.0496,
FAR FOUNDATION SRL,2020,Comert,0.8631,0.1401,0.8268,4.7726,0.0235,0.0682,0.3939,2.8995,-0.1132,0.0236,
OCOLUL SILVIC COMUNAL JOSENII BIRGAULUI RA,2020,Comert,1.9464,0.0532,0.5138,1.0567,9.3667,13.2769,27.3064,1.4175,0.4862,6.8259,
GAZQUEZ TRANSPORT SRL,2020,Comert,0.9287,0.7007,0.6358,1.7461,0.3588,3.7633,10.3345,10.4884,-0.0454,1.5314,
METREM BECLEAN SRL,2020,Comert,4.3469,3.8685,0.2259,0.2919,22.4557,26.3875,34.0896,1.1751,0.7562,27.623,
AGUAVIVA SRL,2020,Comert,1.6939,1.1332,0.5904,1.4412,16.3926,40.8223,99.6563,2.4903,0.4096,14.5501,
BUSINESS PARK BISTRIŢA SUD SRL,2020,Comert,9.7322,7.5658,0.0606,0.0645,5.7148,17.4034,18.5262,3.0453,0.5292,66.6704,
RIVER SUPER SLOT SRL,2020,Comert,0.8608,0.355,0.5973,1.4834,8.0341,26.0124,64.5984,3.2378,-0.0831,10.3068,
LOCAL SERV NĂSĂUD SRL,2020,Comert,1.5846,1.2317,0.4421,0.7924,14.3061,16.3965,29.3895,1.1461,0.2584,8.5147,
REGIA AUTONOMĂ OCOLUL SILVIC IZVORUL SOMEŞULUI MARE RA,2020,Comert,1.1501,0.616,0.7567,3.1106,4.2041,7.0146,28.834,1.6685,0.1136,2.257,
PROTECTIE SI PAZA BISTRITA-NASAUD S.R.L.,2020,Comert,1.7907,1.4942,0.5328,1.2202,2.6029,7.1356,16.3431,2.7414,0.4213,3.2883,
BODET & HORST MATTRESS COVERS NASAUD SOCIETATE ÎN COMANDITĂ SIMPLĂ,2020,Comert,2.1213,1.8299,0.357,0.5553,2.2529,20.614,32.0615,9.15,0.4004,14.6517,
REGIA PUBLICĂ LOCALĂ OCOLUL SILVIC TIHA BÎRGĂULUI R.A.,2020,Comert,1.2714,0.3906,0.6336,1.7294,1.3607,4.3026,11.7436,3.162,0.172,1.3581,
GASTRO MEDICAL CARE S.R.L.,2020,Comert,0.5059,0.4534,1.5902,-2.6944,5.2738,9.7304,-16.4873,1.8451,-0.7858,1.2238,
CONREC S.R.L.,2020,Comert,2.8942,2.8559,0.3417,0.5191,12.0458,13.2629,20.1472,1.101,0.6473,8.4185,
SPICUL 2 SRL,2020,Comert,6.4973,5.5232,0.1539,0.1819,8.5911,10.1814,12.0335,1.1851,0.8461,17.8499,
TRANS-MATEI SRL,2020,Comert,0.5262,0.0682,1.9002,-2.1108,7.8343,10.3601,-11.5081,1.3224,-0.9002,1.233,
PROAGRO S.R.L.,2020,Comert,0.6654,0.0137,1.5028,-2.9889,11.8021,3.776,-7.5103,0.3199,-0.5028,0.6922,
SAGROD SRL,2020,Comert,5.0978,5.0978,0.1962,0.244,5.8965,4.2205,5.2504,0.7158,0.8038,5.035,
TEST PRIMA S.R.L.,2020,Comert,0.1186,0.0551,1.0328,-31.5118,-4.343,-12.8814,393.0358,2.966,-0.9103,-2.4945,
COSMI SRL,2020,Comert,0.52,0.0996,1.9231,-2.0833,-2.9271,-4.8722,5.278,1.6645,-0.9231,-0.0063,
LACTO-SOLOMONESCU SRL,2020,Comert,0.5033,0.3264,0.8302,5.1353,0.7625,1.4386,8.8991,1.8866,-0.4124,0.3466,
PRODALCOM SA,2020,Comert,2.6499,1.0151,0.2748,0.379,5.9108,26.6084,36.6917,4.5016,0.4534,23.3152,
TRANSPORTURI AUTO SA,2020,Comert,1.0922,0.3087,0.8763,7.0837,-14.2099,-11.6416,-94.1076,0.8193,0.0808,-2.657,
NORDIC ROMAR SRL,2020,Comert,0.5471,0.0719,1.1248,-9.0137,-8.0462,-7.6303,61.1471,0.9483,-0.5094,-1.1909,
PALTINUL G.B. SRL,2020,Comert,0.8842,0.1604,1.1027,-10.7416,0.127,0.0674,-0.6569,0.5311,-0.1277,0.0122,
OVISIM IMPEX SRL,2020,Comert,0.2476,0.0595,1.1602,-7.2415,-4.6881,-34.7708,217.0211,7.4169,-0.873,-5.9938,
DOVANI SRL,2020,Comert,0.6879,0.2307,1.4536,-3.2044,43.0771,44.1457,-97.3142,1.0248,-0.4536,6.4789,
G.T. COMPANY SRL,2020,Comert,2.485,2.1971,0.4024,0.6734,31.7599,14.0863,23.5719,0.4435,0.5976,7.2212,
ELTRANS SA,2020,Comert,1.0937,0.1253,0.733,2.745,1.8069,2.2494,8.4241,1.2449,0.0686,0.9952,
URBAN SERV SA,2020,Comert,0.9628,0.5197,0.7511,3.0385,5.013,13.7152,55.486,2.7359,-0.0279,4.1121,
LOCATIVA SA,2020,Comert,2.6515,1.3195,0.3728,0.5945,0.7484,19.044,30.3651,25.4449,0.6157,11.719,
ARTSANA ROMÂNIA SRL,2020,Comert,0.3854,0.1082,0.8294,4.8625,1.9736,6.1382,35.9851,3.1102,-0.5098,2.2307,
ANCA FARM SRL,2020,Comert,1.5047,0.7772,0.5629,1.2881,22.6104,34.7384,79.4838,1.5364,0.2841,13.3185,
INSIGRA SRL,2020,Comert,1.6871,1.1054,0.5096,1.0457,9.6731,26.7557,54.8996,2.766,0.3502,12.449,
REGIA PUBLICA LOCALA A PADURILOR SACELE RA,2020,Comert,1.4464,0.9662,0.5424,1.1852,-1.6841,-3.3198,-7.2544,1.9712,0.2421,-1.2242,
MAURER IMOBILIARE S.R.L.,2020,Comert,0.7723,0.7052,0.794,7.3629,0.8634,0.2947,2.7333,0.3414,-0.1808,0.0742,
DEWULF SRL,2020,Comert,1.2242,1.0246,0.5176,1.3357,10.5872,12.7825,32.987,1.2073,0.116,5.8828,
INSTITUTUL NATIONAL DE CERCETARE DEZVOLTARE PENTRU CARTOF SI SFECLA DE ZAHAR-BRASOV,2020,Comert,1.0952,0.1448,0.7937,3.8481,2.4424,3.7394,18.129,1.5311,0.0755,1.0834,
JD NORMAN BRASOV S.R.L.,2020,Comert,1.2306,0.6198,0.6679,2.0136,5.4002,5.2477,15.8217,0.9718,0.154,1.8418,
AGRONOVA SRL,2020,Comert,0.1159,0.0678,8.6303,-1.1311,-98.103,-15.4198,2.0209,0.1572,-7.6303,-0.3464,
REGIA PUBLICA LOCALA A PADURILOR PIATRA CRAIULUI RA,2020,Comert,0.1331,0.2128,0.6728,2.0567,9.2606,39.2852,120.083,4.2422,-0.5833,12.9381,
GJM COMPONENTS SRL,2020,Comert,2.738,1.332,0.1495,0.1757,4.8837,16.9796,19.9634,3.4768,0.2598,26.6016,
BOCCARD ROMANIA SRL,2020,Comert,1.0892,0.1347,0.9181,11.2154,-12.3988,-1.6672,-20.3657,0.1345,0.0819,-0.3632,
AATEQ SRL,2020,Comert,1.2625,0.6248,0.5499,1.222,-4.8518,-6.266,-13.9227,1.2915,0.1443,-2.2787,
URBAN INVEST SRL,2020,Comert,3.4847,1.4297,0.1489,0.1755,1.717,2.0641,2.4336,1.2022,0.3699,2.7734,
RAP CONFECTIONERY SRL,2020,Comert,1.2958,0.9159,0.6077,1.5488,7.7271,10.2671,26.169,1.3287,0.1798,3.8266,
595 SOLUTIONS S.R.L.,2020,Comert,0.8957,0.5139,0.7191,2.5603,7.4885,16.0673,57.2053,2.1456,-0.075,5.3015,
KRONSOFT DEVELOPMENT SRL,2020,Comert,0.8072,0.6146,0.502,1.008,5.8815,29.3507,58.9354,4.9903,-0.0968,13.2165,
TEHNOINVEST STEEL & SCRAP SRL,2020,Comert,1.9902,1.5685,0.5025,1.0099,7.5169,49.6804,99.8507,6.6092,0.4975,22.1256,
HERBAGETICA SRL,2020,Comert,1.0813,0.3391,0.5828,1.3971,3.9997,8.4864,20.343,2.1217,0.0474,3.4078,
BRACOMA SPORT SRL,2020,Comert,0.09,0.0152,9.8849,-1.1125,-6.9273,-60.6361,6.8246,8.7532,-8.995,-1.0525,
C.C.C. KRONSTADT SRL,2020,Comert,1.1863,0.3736,0.843,5.3678,28.8979,19.2895,122.8313,0.6675,0.157,5.0517,
ISARAN SRL,2020,Comert,1.1246,0.0871,0.7697,3.3413,0.7907,1.1034,4.7902,1.3954,0.0959,0.3309,
FOERCH SRL,2020,Comert,1.199,0.4113,0.6601,1.9436,10.0648,11.1009,32.6875,1.1029,0.1313,4.0321,
RUMAGOL SRL,2020,Comert,0.8039,0.5757,0.8603,6.1575,-1.8813,-4.9123,-35.1602,2.6111,-0.1687,-1.142,
VECTRA LOGISTIC SRL,2020,Comert,1.1138,0.7049,0.5535,1.2394,6.8722,44.6396,99.9659,6.4957,0.063,16.6497,
NOVALIA S.A.,2020,Comert,5.0136,0.5663,0.1815,0.2217,1.1216,13.8042,16.8647,12.3077,0.7284,27.6322,
OCOLUL SILVIC BUCEGI PIATRA CRAIULUI CIUCAS RA,2020,Comert,2.5678,1.3477,0.3853,0.631,1.2255,2.947,4.8265,2.4048,0.604,2.3513,
INDCAR BUS INDUSTRIES SRL,2020,Comert,1.0788,0.467,0.7113,2.4786,5.6762,21.1419,73.6733,3.7247,0.056,6.888,
VALACHIA APEX SRL,2020,Comert,1.2494,0.695,0.4863,0.9465,5.8764,39.1696,76.2444,6.6656,0.1213,18.7999,
MASIFPANEL S.R.L.,2020,Comert,0.2877,0.2115,1.192,-6.2089,-4.278,-10.6395,55.4198,2.487,-0.849,-1.3948,
RAIL FORCE SRL,2020,Comert,0.9236,0.2448,0.5946,1.4669,1.7053,8.934,22.0389,5.2388,-0.0454,3.4528,
ICCO PARC INDUSTRIAL SRL,2020,Comert,1.1552,0.9723,0.6962,2.2914,7.3381,29.4015,96.7713,4.0067,0.1081,9.4653,
VESTAS AIRCOIL ROMANIA S.R.L.,2020,Comert,1.5861,0.7138,0.624,1.6599,4.4126,30.1892,80.3005,6.8416,0.3657,11.2433,
REGIA PUBLICĂ LOCALĂ OCOLUL SILVIC PĂDUREA BOGĂŢII RA,2020,Comert,0.6869,0.0112,1.4051,-3.4686,-15.1476,-7.3601,18.1693,0.4859,-0.44,-0.978,
UTA PF,2020,Comert,0.78,0.1412,0.5356,1.1531,11.5312,14.8575,31.9902,1.2885,-0.1178,6.0125,
EXELIA SRL,2020,Comert,0.9347,0.3346,0.8134,4.3587,3.0257,5.3147,28.4797,1.7565,-0.0531,1.5552,
ELECTROPRECIZIA ELECTRICAL MOTORS SRL,2020,Comert,0.9692,0.0323,0.8433,5.3836,2.7858,1.4786,9.4386,0.5308,-0.026,0.481,
R.N.P. ROMSILVA - ADMINISTRAŢIA PARCULUI  NAŢIONAL PIATRA CRAIULUI RA,2020,Comert,0.8304,0.7567,1.1307,-8.6495,3.6945,11.0608,-84.6099,2.9938,-0.1917,2.663,
STOP UNU SRL,2020,Comert,0.7736,0.2418,0.8422,5.3939,1.8474,4.4212,28.3166,2.3933,-0.1907,1.2476,
DENNEMEYER & ASSOCIATES SRL,2020,Comert,1.2022,1.0238,0.7422,3.4235,2.0682,7.1611,33.0334,3.4625,0.1501,2.3893,
REGIA PUBLICĂ LOCALĂ OCOLUL SILVIC PĂDURILE ŞINCII RA,2020,Comert,1.3471,0.7807,0.5071,1.029,0.4941,3.0755,6.2401,6.224,0.176,1.4439,
TEO HEALTH S.A.,2020,Comert,4.2002,4.1932,0.1457,0.1705,51.9564,31.0155,36.307,0.597,0.4662,43.3969,
VIACON ROMANIA SRL,2020,Comert,1.0368,0.5305,0.801,4.0252,1.0946,2.4677,12.4008,2.2544,0.0295,0.7201,
TETKRON SRL,2020,Comert,3.8219,2.005,0.1661,0.1991,-19.1284,-34.6031,-41.4938,1.809,0.4686,-39.6574,
FRESH FESTIVAL SRL,2020,Comert,1.5021,1.0853,0.4948,0.9795,4.8857,12.4054,24.5568,2.5391,0.2485,5.9074,
R.C.T.I. COMPANY SRL,2020,Comert,0.5488,0.092,0.4318,0.7598,0.3912,0.6362,1.1196,1.6264,-0.1948,0.4605,
ANTREPRIZĂ ZAHAR BOD SRL,2020,Comert,1.1249,0.512,0.7947,3.8717,1.4219,16.4689,80.2314,11.5819,0.0993,5.0825,
UTILITĂŢI PUBLICE BRAN SRL,2020,Comert,1.8845,0.5479,0.3086,0.4463,0.8349,1.2451,1.8008,1.4914,0.273,1.5191,
ECOSAL RE-LI-VO SRL,2020,Comert,0.88,0.5469,1.0843,-12.8577,4.2253,2.7766,-32.9242,0.6571,-0.1301,0.6152,
LADY MARY XENTO SRL,2020,Comert,86.7824,18.0283,0.0065,0.0066,15.3994,5.9549,6.0394,0.3867,0.5555,196.7226,
BAMIS SOLUTIONS SRL,2020,Comert,2.1762,1.4682,0.2033,0.3013,8.7762,5.0143,7.4316,0.5714,0.2391,5.4648,
AROMAPA SERV SRL,2020,Comert,22.4616,22.4021,0.0424,0.0443,49.5253,42.571,44.4571,0.8596,0.9105,200.0,
STELLA PACK SRL,2020,Comert,1.4107,1.307,0.6911,2.2373,16.4553,29.2672,94.7462,1.7786,0.2838,8.9475,
GREEN VISION SEVEN SRL,2020,Comert,1.6093,0.6102,0.6096,1.5614,2.1012,19.4718,49.8745,9.2669,0.3714,7.6205,
STEEL & FLUID CO S.R.L.,2020,Comert,1.5312,0.4541,0.5453,1.1992,1.854,3.6323,7.9883,1.9592,0.2897,1.5335,
"PIEŢE, TÂRGURI ŞI OBOARE FĂGĂRAŞ SRL",2020,Comert,1.5115,1.5114,0.6577,1.9217,0.642,11.9411,34.8882,18.6005,0.3364,4.2719,
CROWN SOLUTIONS SRL,2020,Comert,3.2788,1.8801,0.1825,0.2233,-0.6903,-1.1511,-1.4081,1.6675,0.416,-1.2613,
BRAVCOD S.R.L.,2020,Comert,3.3157,2.6124,0.2612,0.4559,14.4609,31.8118,55.5215,2.1998,0.6049,25.9086,
ICCO FACILITY MANAGEMENT SRL,2020,Comert,2.0954,1.4978,0.4198,0.7238,3.968,20.7271,35.7378,5.2236,0.4598,11.6672,
REGIA PUBLICĂ LOCALĂ A PĂDURILOR MĂIERUŞ RA,2020,Comert,0.7788,-0.116,0.8463,5.5074,0.2257,3.9728,25.8527,17.5994,-0.1872,1.8101,
GRUP GLOBAL DMS SRL,2020,Comert,1.7359,1.0614,0.5663,1.3059,9.934,8.0037,18.4561,0.8057,0.4167,3.111,
ELEKTROBIT AUTOMOTIVE ROMANIA SRL,2020,Comert,1.2605,1.1452,0.5504,1.2242,0.8857,1.1512,2.5604,1.2998,0.1434,0.5369,
VALINST AGRICULTURE SRL,2020,Comert,1.1585,0.714,0.5337,1.1446,11.1198,18.0594,38.7293,1.6241,0.0846,7.8152,
BELVEDERE HORECA SRL,2020,Comert,0.8841,0.4455,0.5442,1.1983,6.0289,11.6074,25.5592,1.9253,-0.0631,4.8704,
JARDI R.M. SRL,2020,Comert,0.9982,0.337,0.7031,2.3683,0.954,3.2373,10.9042,3.3936,-0.0013,1.0277,
KASPER DEVELOPMENT KDC S.R.L.,2020,Comert,1.5914,0.9657,0.4249,0.7388,19.4282,25.7453,44.766,1.3251,0.2513,13.9697,
COMPANIA DE SERVICII PUBLICE ZĂRNEŞTI SRL,2020,Comert,1.1478,1.1148,0.8692,6.6437,8.0885,6.1916,47.327,0.7655,0.1284,1.6854,
ATI STUDIOS A.P.P.S. SRL,2020,Comert,3.1061,0.094,0.3219,0.4747,21.4675,11.8199,17.4309,0.5506,0.678,5.7192,
JAN DE RIJK LOGISTICS ROMÂNIA SRL,2020,Comert,1.1001,0.8925,0.4285,0.8319,4.2943,10.2891,19.9734,2.396,0.0429,5.7775,
ANIMALE FĂRĂ STĂPÂN SRL,2020,Comert,1.0245,0.3637,0.9031,9.5587,5.4644,9.4344,99.852,1.7265,0.0221,2.417,
EXTREME GLASS VISION SRL,2020,Comert,3.0515,2.8278,0.2315,0.3012,14.9944,14.7306,19.1671,0.9824,0.4748,14.421,
RAPTRONIC PROCESS ENGINEERING SRL,2020,Comert,0.6762,0.6004,1.4615,-3.039,-53.2684,-49.0558,102.0045,0.9209,-0.4733,-6.713,
NADENKA SRL,2020,Comert,1.476,1.3434,0.6701,2.2193,2.5872,15.224,50.4236,5.8844,0.3189,5.3385,
CERNER ROMÂNIA SRL,2020,Comert,2.3874,0.7435,0.2199,0.2819,5.6424,8.3095,10.6519,1.4727,0.3051,8.7991,
ASALTUL CETĂŢII SRL,2020,Comert,0.9907,0.0067,1.0094,-107.8506,-2.4646,-0.9359,100.0,0.3797,-0.0094,0.0405,
FARMACOM DISTRIBUTIE SRL,2020,Comert,1.9192,1.0323,0.5197,1.0818,4.8284,15.0906,31.4163,3.1254,0.4777,6.8079,
MADINGER SRL,2020,Comert,0.6699,0.5716,1.486,-3.0576,3.5935,2.7944,-5.7498,0.7776,-0.4906,0.4523,
ETHICA DISTRIBUȚIE  S.A.,2020,Comert,0.7924,0.2806,1.1942,-6.1505,2.5388,3.3615,-17.3137,1.3241,-0.2479,0.6119,
IMMO LODGIA SRL,2020,Comert,90.8552,88.2451,0.011,0.0111,7.9067,5.6198,5.6823,0.7108,0.989,140.8914,
REGIO CĂLĂTORI SRL,2020,Comert,1.839,0.7225,0.4301,0.7547,9.2407,23.5113,41.2547,2.5443,0.3609,12.1245,
ECOTERM SA,2020,Comert,4.1781,2.0506,0.1549,0.1833,4.7965,30.7982,36.4436,6.4209,0.4923,47.5243,
RORA CONSING SRL,2020,Comert,1.2067,0.7949,0.7892,3.7437,7.2488,15.0141,71.2227,2.0713,0.1631,4.5222,
FABRICA DE SCULE RASNOV SA  (FSR SA),2020,Comert,2.7249,0.2443,0.2899,0.4082,2.7336,13.8871,19.5564,5.0802,0.5,11.4754,
MECANICA CODLEA SA,2020,Comert,3.6878,2.8578,0.2526,0.3379,29.5499,37.4887,50.1563,1.2687,0.6788,34.571,
DIP & GIP SRL,2020,Comert,0.7449,0.6726,1.1391,-8.1905,-23.6107,-15.1916,109.2355,0.6434,-0.2906,-2.4872,
SERVICII SĂCELENE SRL,2020,Comert,0.1559,0.1559,6.0786,-1.1969,2.7586,5.2307,-1.0299,1.8961,-5.1308,0.2642,
APEMIN ZIZIN SA,2020,Comert,0.9592,0.079,0.9216,11.7584,1.8862,5.0763,64.7661,2.6913,-0.0376,1.2818,
SITEMANI SRL,2020,Comert,0.2477,0.083,0.6631,1.9684,0.4749,1.5976,4.7422,3.3643,-0.4988,1.4965,
TRANSBUS SA,2020,Comert,0.8378,0.1218,0.9492,18.6674,0.9151,0.6746,13.2667,0.7371,-0.1539,0.1724,
CHEILE GRADISTEI SRL,2020,Comert,69.094,55.6137,0.0145,0.0147,29.3495,0.48,0.487,0.0164,0.9855,7.3162,
